fold,demand_type,naive_wrmsse,xgb_wrmsse,wrmsse_improvement_percentage,naive_mae,xgb_mae,xgb_better_hierarchy_levels
1,intermittent,0.9946662864289941,1.3511163744898909,-35.836148557985986,0.7148214285714286,0.5731240702127075,4
1,lumpy,1.3337584273880658,1.5328833825829777,-14.92961177271536,1.7694642857142857,1.470910811946534,4
