boosting_rounds,wrmsse,mae,rmse,actual_mean,prediction_mean,minimum_prediction,maximum_prediction,non_finite_predictions,negative_predictions,prediction_rows,evaluation_seconds,fold,demand_type,stage,fit_train_end,validation_start,validation_end
50,0.9828629180442086,2.8408975971410317,4.950477233863788,5.4903571428571425,5.028343821021595,0.1674080342054367,49.770042419433594,0,0,5600,0.49698669998906553,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
75,0.9473460401348119,2.7165738226619682,4.651672513250459,5.4903571428571425,5.181793219174391,0.07322466373443604,59.83132553100586,0,0,5600,0.46872629993595183,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
100,0.9201899816578419,2.7028134093426965,4.650303901345212,5.4903571428571425,5.232245578940825,0.046413831412792206,62.927066802978516,0,0,5600,0.481388800079003,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
125,0.8810765262852378,2.681510095436658,4.579842487414693,5.4903571428571425,5.268159800423309,0.029848206788301468,63.439208984375,0,0,5600,0.4817877998575568,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
150,0.8216307549511908,2.6427516673854554,4.449346388492305,5.4903571428571425,5.300495179770847,0.0182645320892334,63.741825103759766,0,0,5600,0.49059189995750785,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
175,0.7931840031837846,2.6268196164224564,4.399225438395574,5.4903571428571425,5.3271321019523645,0.012121378444135189,64.1725082397461,0,0,5600,0.4868008999619633,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
200,0.7655547676703325,2.604491784351412,4.338326707477006,5.4903571428571425,5.3300917318094125,0.00653889961540699,64.24007415771484,0,0,5600,0.48024530010297894,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
250,0.7420894506116955,2.579644354946254,4.290928883237999,5.4903571428571425,5.372859011598006,0.0024518934078514576,64.48261260986328,0,0,5600,0.4989360999315977,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
300,0.738274709801877,2.5786456140398513,4.280997899781062,5.4903571428571425,5.398617345018844,0.0015399863477796316,64.09849548339844,0,0,5600,0.49164059991016984,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
350,0.7292005685365068,2.556901631405126,4.238141341360423,5.4903571428571425,5.38679060247788,0.0005761128268204629,63.393306732177734,0,0,5600,0.49907869985327125,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
400,0.7256691695706857,2.553088268774087,4.236506927728959,5.4903571428571425,5.390775821531627,0.0002414159826003015,63.12583923339844,0,0,5600,0.48537050001323223,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
450,0.7197829066463755,2.554743598530349,4.2349177456034255,5.4903571428571425,5.432511648094033,0.00012227799743413925,62.65262985229492,0,0,5600,0.4710933999158442,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
500,0.7228010601219259,2.558838800520003,4.254687067523774,5.4903571428571425,5.4260409134824075,7.98294204287231e-05,62.804908752441406,0,0,5600,0.5077110000420362,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
550,0.721394358176829,2.55934727964652,4.251888282154112,5.4903571428571425,5.427583656221723,4.049202107125893e-05,62.712318420410156,0,0,5600,0.4961223001591861,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
560,0.7181281500066509,2.559631523137604,4.2535059675287,5.4903571428571425,5.449877428687599,3.440097134443931e-05,62.7805061340332,0,0,5600,0.4924725000746548,1,smooth,refined,2015-12-06,2015-12-07,2016-01-03
570,0.7184412583301503,2.565961837110829,4.255385506442399,5.4903571428571425,5.46193029769097,3.529577952576801e-05,62.77730178833008,0,0,5600,0.49741930002346635,1,smooth,refined,2015-12-06,2015-12-07,2016-01-03
580,0.719755085818739,2.5641696009636012,4.258286494909027,5.4903571428571425,5.4552134133757315,3.661552182165906e-05,62.826175689697266,0,0,5600,0.4900411998387426,1,smooth,refined,2015-12-06,2015-12-07,2016-01-03
590,0.7192935051557152,2.563126919417728,4.259303299313163,5.4903571428571425,5.457080480834589,3.159961124765687e-05,62.871158599853516,0,0,5600,0.5255237000528723,1,smooth,refined,2015-12-06,2015-12-07,2016-01-03
600,0.718740678707691,2.5620651330775615,4.255240552392286,5.4903571428571425,5.460946356505731,2.6666370104067028e-05,62.82240295410156,0,0,5600,0.5180585000198334,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
610,0.7188021929061057,2.5627765082887533,4.255162755199331,5.4903571428571425,5.459329949100812,2.703435529838316e-05,62.82773208618164,0,0,5600,0.5068422998301685,1,smooth,refined,2015-12-06,2015-12-07,2016-01-03
620,0.7199860739082992,2.5637229536279835,4.258126123877018,5.4903571428571425,5.455136285442099,2.0895711713819765e-05,62.816471099853516,0,0,5600,0.4985177998896688,1,smooth,refined,2015-12-06,2015-12-07,2016-01-03
630,0.7190573044230715,2.564195945380336,4.260180141606671,5.4903571428571425,5.457345897179422,2.0977573512936942e-05,62.7746696472168,0,0,5600,0.5042633998673409,1,smooth,refined,2015-12-06,2015-12-07,2016-01-03
640,0.7188689381111137,2.566680621258357,4.262122295113512,5.4903571428571425,5.4526881155878435,2.133364432665985e-05,62.69521713256836,0,0,5600,0.5072182000149041,1,smooth,refined,2015-12-06,2015-12-07,2016-01-03
650,0.7241081496273353,2.5625047953399256,4.2557818383004165,5.4903571428571425,5.4173414822493875,1.8738674043561332e-05,62.64838790893555,0,0,5600,0.5107416000682861,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
700,0.7267653181235201,2.564515740120288,4.264170877650315,5.4903571428571425,5.400301281351814,1.8049839127343148e-05,62.197265625,0,0,5600,0.517354300012812,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
750,0.7270380927433319,2.5631884704903904,4.261111567296346,5.4903571428571425,5.399298804182208,1.1076417649746872e-05,62.069007873535156,0,0,5600,0.5400251001119614,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
800,0.7265492704044076,2.5666474432723763,4.2658110465790235,5.4903571428571425,5.390793410576548,7.960594302858226e-06,62.138954162597656,0,0,5600,0.491401799954474,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
850,0.7223139668420702,2.5704542225187006,4.2762796521963615,5.4903571428571425,5.418482858191246,5.930713541602017e-06,61.481468200683594,0,0,5600,0.5363928000442684,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
900,0.7229777161385734,2.57342173994878,4.2739369508816445,5.4903571428571425,5.411090844619242,3.1941635825205594e-06,61.57623291015625,0,0,5600,0.6306320999283344,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
950,0.7238107956876264,2.5722741178827726,4.271330435653084,5.4903571428571425,5.409698028276837,1.917175495691481e-06,61.57767105102539,0,0,5600,0.5334709000308067,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
1000,0.7245956686922964,2.575066598871534,4.275797641728997,5.4903571428571425,5.393333653432101,1.3418202797765844e-06,60.81878662109375,0,0,5600,0.5145870000123978,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
1100,0.7274889126090357,2.573285734312916,4.283591833458869,5.4903571428571425,5.3850942928040295,1.128619601331593e-06,60.66715621948242,0,0,5600,0.5432700000237674,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
1200,0.7273960592621808,2.572486205682231,4.281901560825101,5.4903571428571425,5.389906006934881,9.434089633941767e-07,60.95820617675781,0,0,5600,0.5125730000436306,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
1300,0.723216842330368,2.5720473300947364,4.281518937409262,5.4903571428571425,5.387045601131448,4.841261898036464e-07,61.287841796875,0,0,5600,0.533419200219214,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
1400,0.7254277647419797,2.5686661743093198,4.2718060533788496,5.4903571428571425,5.367350940844599,3.482407464616699e-07,61.62205505371094,0,0,5600,0.5107904998585582,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
1500,0.7324537424492858,2.569040172309853,4.265256361209814,5.4903571428571425,5.347653753673492,2.2397053101030906e-07,62.0542106628418,0,0,5600,0.565908299991861,1,smooth,coarse,2015-12-06,2015-12-07,2016-01-03
25,1.056278844265261,3.845463338387864,6.609117955283549,5.907321428571429,5.496603449646916,0.9434187412261963,22.9708194732666,0,0,5600,0.5691539000254124,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
50,0.986204716172472,3.6109754076919387,6.107429392366974,5.907321428571429,5.220136871572052,0.3153756558895111,41.20874786376953,0,0,5600,0.5108624999411404,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
75,0.8867783171166451,3.569748522623309,5.804380716823381,5.907321428571429,5.307167670269098,0.23106302320957184,48.62245178222656,0,0,5600,0.507275499869138,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
100,0.8470861923453762,3.563085343058088,5.747829153652638,5.907321428571429,5.384648041951337,0.17457765340805054,52.43464660644531,0,0,5600,0.5022155998740345,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
125,0.7689048096987126,3.5428837471322288,5.636744129054485,5.907321428571429,5.579409986758338,0.16855524480342865,57.63758850097656,0,0,5600,0.4851008001714945,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
135,0.7599619473547645,3.5505671780662875,5.64163393354035,5.907321428571429,5.620686424182994,0.14609086513519287,57.67646026611328,0,0,5600,0.4791117000859231,2,erratic,refined,2016-01-03,2016-01-04,2016-01-31
145,0.7569665208685395,3.5533778493053148,5.641837413069171,5.907321428571429,5.650048305961702,0.14514313638210297,58.443050384521484,0,0,5600,0.4963731002062559,2,erratic,refined,2016-01-03,2016-01-04,2016-01-31
150,0.7574052437406825,3.561340355527188,5.656183909173128,5.907321428571429,5.65372798068715,0.14527203142642975,58.22972106933594,0,0,5600,0.4935435000807047,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
155,0.7498644290673874,3.560943371847804,5.644069419832714,5.907321428571429,5.6815534377444,0.14620265364646912,58.258548736572266,0,0,5600,0.48109289980493486,2,erratic,refined,2016-01-03,2016-01-04,2016-01-31
165,0.7429656452535885,3.5631081143899688,5.640544025169984,5.907321428571429,5.709088667357074,0.23396189510822296,58.71844482421875,0,0,5600,0.5214401001576334,2,erratic,refined,2016-01-03,2016-01-04,2016-01-31
175,0.7428757572472464,3.567975030882018,5.649265211772027,5.907321428571429,5.728201926446387,0.22749461233615875,58.604095458984375,0,0,5600,0.509349999949336,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
185,0.7687752239019362,3.586389864244099,5.706442666010398,5.907321428571429,5.681483666032021,0.2365952879190445,54.97661590576172,0,0,5600,0.4909330999944359,2,erratic,refined,2016-01-03,2016-01-04,2016-01-31
195,0.761074250896104,3.5911458883381315,5.702713169270619,5.907321428571429,5.71729972814875,0.13064028322696686,55.07366943359375,0,0,5600,0.4978436999954283,2,erratic,refined,2016-01-03,2016-01-04,2016-01-31
200,0.7563430571513766,3.589234738262104,5.694708596098098,5.907321428571429,5.7346806443775336,0.19801728427410126,55.10264587402344,0,0,5600,0.5039768000133336,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
205,0.7546670567190399,3.5876434143127076,5.691950846660959,5.907321428571429,5.743287684558226,0.1973244994878769,55.459957122802734,0,0,5600,0.474198600044474,2,erratic,refined,2016-01-03,2016-01-04,2016-01-31
215,0.7513319340433133,3.5893244802126927,5.692666132225868,5.907321428571429,5.766632579860411,0.12727828323841095,55.57360076904297,0,0,5600,0.5058138999156654,2,erratic,refined,2016-01-03,2016-01-04,2016-01-31
225,0.7690774709557511,3.602580721351717,5.748610904230636,5.907321428571429,5.767865893686456,0.11237296462059021,55.04652404785156,0,0,5600,0.4762720998842269,2,erratic,refined,2016-01-03,2016-01-04,2016-01-31
250,0.8233801919600727,3.6236118524135756,5.846205192809244,5.907321428571429,5.657667387525684,0.10110323876142502,50.34282684326172,0,0,5600,0.5090499999932945,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
300,0.8935834219550742,3.5911900406510435,5.922559799977481,5.907321428571429,5.4445419470360505,0.05877474322915077,49.2369384765625,0,0,5600,0.5097380999941379,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
350,0.893831334163897,3.5951723892102017,5.936405010502671,5.907321428571429,5.456641383996632,0.04347078874707222,50.039894104003906,0,0,5600,0.49311390006914735,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
400,0.9309002138508834,3.601253300307851,6.005995070574477,5.907321428571429,5.372448197577947,0.03363833576440811,42.09193801879883,0,0,5600,0.4908786001615226,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
450,0.9629846847208241,3.6155122500531642,6.094165581898724,5.907321428571429,5.30889128734025,0.01953158527612686,39.49281692504883,0,0,5600,0.5174384999554604,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
500,0.9676831437668727,3.6216366678591085,6.109072472992529,5.907321428571429,5.298661803157967,0.014157447032630444,37.969444274902344,0,0,5600,0.5030291001312435,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
550,0.9587940565029575,3.63706114120216,6.134345404047649,5.907321428571429,5.354185599486477,0.001965056173503399,38.903656005859375,0,0,5600,0.5282360999844968,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
600,0.9682495997226326,3.6298232868640374,6.136439247151024,5.907321428571429,5.307539422544048,0.0012359920656308532,40.21673583984375,0,0,5600,0.5370599001180381,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
650,0.9821246322293542,3.620753536849058,6.147980794288397,5.907321428571429,5.259855814957367,0.0008761107455939054,39.74761962890625,0,0,5600,0.539361200062558,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
700,0.9919403080838456,3.63401020809111,6.187274153967175,5.907321428571429,5.257021322273992,0.0006357553065754473,36.19328689575195,0,0,5600,0.5574398001190275,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
750,1.0186315802944392,3.627039586383123,6.1982521525430885,5.907321428571429,5.184036116086567,0.00048424190026707947,36.003238677978516,0,0,5600,0.5311483999248594,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
800,1.0258270617728267,3.630102706672395,6.214878482802085,5.907321428571429,5.158607335177283,0.000396023562643677,36.17280578613281,0,0,5600,0.5361276001203805,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
850,1.0290201413218456,3.6292326585595323,6.221827176696508,5.907321428571429,5.151636967372724,0.00030068811611272395,36.45613098144531,0,0,5600,0.5295475998427719,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
900,1.0360717434738773,3.6365248734541717,6.242135934337168,5.907321428571429,5.1280710747156055,0.00018651463324204087,36.551578521728516,0,0,5600,0.5591420999262482,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
950,1.0469962967604711,3.6393969661295706,6.274457695288231,5.907321428571429,5.124998042886197,0.0002030103642027825,36.64241027832031,0,0,5600,0.5477972000371665,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
1000,1.0595854727731282,3.6449992856821933,6.292826738626006,5.907321428571429,5.088968452793756,0.00016572051390539855,36.62289810180664,0,0,5600,0.5499448999762535,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
1100,1.0702556707976156,3.6453182408069758,6.32025270669815,5.907321428571429,5.069386438876125,6.755943468306214e-05,36.641719818115234,0,0,5600,0.5373223999049515,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
1200,1.0760505177503863,3.6661160095746967,6.353208648913776,5.907321428571429,5.0523849196971655,7.034401642158628e-05,36.99552536010742,0,0,5600,0.5823665000498295,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
1300,1.0939717601216126,3.6547598435667337,6.3463060801863405,5.907321428571429,4.98545721615183,6.299664528341964e-05,37.62793731689453,0,0,5600,0.5470108999870718,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
1400,1.1156013535694278,3.6671044678092213,6.413460045854739,5.907321428571429,4.9282558835477115,4.470429485081695e-05,35.2081413269043,0,0,5600,0.5720673999749124,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
1500,1.112991852091107,3.6633918745746072,6.403013129774234,5.907321428571429,4.910082098136546,3.087331788265146e-05,34.94060516357422,0,0,5600,0.5519834000151604,2,erratic,coarse,2016-01-03,2016-01-04,2016-01-31
25,1.1282010173311954,0.7008591784896063,1.2815999951975192,0.6833928571428571,0.45661801290166165,0.08433672785758972,3.2132811546325684,0,0,5600,0.4653300999198109,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
50,1.1012666252235537,0.6305514832220174,1.1562571692254615,0.6833928571428571,0.4555949793496568,0.02708020992577076,5.9175639152526855,0,0,5600,0.5032476000487804,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
75,1.0023752564465065,0.6052738410068144,1.0694557991634064,0.6833928571428571,0.4945136951036485,0.0175907202064991,7.175490856170654,0,0,5600,0.4978200001642108,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
100,0.963181804200531,0.5937424231408762,1.0472265070544535,0.6833928571428571,0.5103184443501024,0.010742157697677612,7.985262393951416,0,0,5600,0.5033391998149455,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
110,0.9681646307214353,0.5901502470425996,1.0460643291628158,0.6833928571428571,0.5066079775397001,0.009338329546153545,8.036120414733887,0,0,5600,0.5062665001023561,2,intermittent,refined,2016-01-03,2016-01-04,2016-01-31
120,0.9600164499815057,0.58978333311513,1.043944218506788,0.6833928571428571,0.5105246784567135,0.007491682190448046,8.188047409057617,0,0,5600,0.5108729000203311,2,intermittent,refined,2016-01-03,2016-01-04,2016-01-31
125,0.9630253672451725,0.5885889952320472,1.0456386225726808,0.6833928571428571,0.5096214980515651,0.00672245305031538,8.169733047485352,0,0,5600,0.5056963001843542,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
130,0.9598967124634925,0.5886066288057814,1.0450395877984735,0.6833928571428571,0.5112550665773286,0.006695615593343973,8.256600379943848,0,0,5600,0.5116544999182224,2,intermittent,refined,2016-01-03,2016-01-04,2016-01-31
140,0.9515057059599425,0.5882825106493796,1.0419952780701924,0.6833928571428571,0.5152281711993939,0.006043123546987772,8.437474250793457,0,0,5600,0.4838729999028146,2,intermittent,refined,2016-01-03,2016-01-04,2016-01-31
150,0.9521238077135702,0.587687987257793,1.0421088766016346,0.6833928571428571,0.5141086656916222,0.00588602852076292,8.495569229125977,0,0,5600,0.5297501001041383,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
160,0.9445172093003883,0.5865639275739003,1.039830868181951,0.6833928571428571,0.5164194721576392,0.005623420234769583,8.559139251708984,0,0,5600,0.507291599875316,2,intermittent,refined,2016-01-03,2016-01-04,2016-01-31
170,0.9477145044146296,0.5855391784034769,1.04019664406134,0.6833928571428571,0.5129312253150523,0.005404061637818813,8.561253547668457,0,0,5600,0.48674409999512136,2,intermittent,refined,2016-01-03,2016-01-04,2016-01-31
175,0.980233911018769,0.5816542195076388,1.0448619624201025,0.6833928571428571,0.4947038019934137,0.004843601491302252,8.531302452087402,0,0,5600,0.501680799992755,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
180,0.98583902392238,0.5807974863220339,1.046622867571522,0.6833928571428571,0.49229410997176143,0.004324453417211771,8.522007942199707,0,0,5600,0.5027135000564158,2,intermittent,refined,2016-01-03,2016-01-04,2016-01-31
190,0.9849512752859912,0.5799427435495558,1.044792140911701,0.6833928571428571,0.4925232812278305,0.003917925525456667,8.563186645507812,0,0,5600,0.488302799873054,2,intermittent,refined,2016-01-03,2016-01-04,2016-01-31
200,0.9944997436271519,0.5794276455685862,1.0462375454306438,0.6833928571428571,0.48742082539239034,0.0034702259581536055,8.52249813079834,0,0,5600,0.4992556001525372,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
250,1.0003254925176917,0.5762535305025397,1.0459828478638242,0.6833928571428571,0.48398210743161535,0.0015773753402754664,8.637596130371094,0,0,5600,0.514826999977231,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
300,1.0298066074041792,0.5726835753209473,1.0460106739733672,0.6833928571428571,0.46968842220355456,0.0009580778423696756,8.648144721984863,0,0,5600,0.5172623998951167,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
350,1.0772633348769303,0.5670641149784361,1.0466434063964825,0.6833928571428571,0.44530109038486576,0.00038150776526890695,8.605558395385742,0,0,5600,0.5056465999223292,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
400,1.1443439822550703,0.564615532794669,1.0645216660646153,0.6833928571428571,0.41827593025766485,0.0002124843595083803,8.585346221923828,0,0,5600,0.5142842999193817,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
450,1.1729340375538453,0.5643293906475264,1.0725897664537098,0.6833928571428571,0.40616753595944827,0.00014738574100192636,8.282185554504395,0,0,5600,0.5150095999706537,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
500,1.1977438537309468,0.5665000866139039,1.0823392801673153,0.6833928571428571,0.3955022255660632,4.417445961735211e-05,8.254104614257812,0,0,5600,0.5138829001225531,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
550,1.2197571592635426,0.5690121112588313,1.0954184589362628,0.6833928571428571,0.38921348132744926,2.6859246645472012e-05,7.897473335266113,0,0,5600,0.5230543001089245,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
600,1.2110759187052005,0.5672704304147971,1.0886991967081845,0.6833928571428571,0.3917000608874462,1.623845128051471e-05,8.337413787841797,0,0,5600,0.5214813000056893,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
650,1.2135728869795046,0.5679096254905117,1.0900236079336483,0.6833928571428571,0.39132668226545675,1.292023625865113e-05,8.424181938171387,0,0,5600,0.5385509000625461,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
700,1.1942060246604993,0.5668475144797718,1.0829878230210135,0.6833928571428571,0.3981318852197202,1.004197656584438e-05,8.284608840942383,0,0,5600,0.5512225001584738,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
750,1.2172445771546883,0.5664355574219162,1.0866187047855476,0.6833928571428571,0.3888842763551135,9.047631465364248e-06,8.248040199279785,0,0,5600,0.5321502999868244,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
800,1.227702361783733,0.5673418183570403,1.095040922825982,0.6833928571428571,0.38429418342099864,7.711663783993572e-06,8.868454933166504,0,0,5600,0.5419654999859631,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
850,1.2356282228698559,0.5684981990123233,1.096115713606091,0.6833928571428571,0.3807348397678221,4.2164124351984356e-06,7.923711776733398,0,0,5600,0.5043500000610948,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
900,1.2529773654054135,0.5670925329835607,1.1018434566651747,0.6833928571428571,0.3742635721954591,2.8025074243487325e-06,7.925015449523926,0,0,5600,0.5356560999061912,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
950,1.2752845531906487,0.5688599222702373,1.1113306455696903,0.6833928571428571,0.36542771132632,2.411106379440753e-06,8.315463066101074,0,0,5600,0.5390354001428932,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
1000,1.2963633280335536,0.5702347740939072,1.1224931044877542,0.6833928571428571,0.35681616285500123,1.6603452195340651e-06,7.256115913391113,0,0,5600,0.5268512999173254,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
1100,1.3196453085457907,0.5724113335710911,1.135106231486181,0.6833928571428571,0.34770792034144743,7.671353046134755e-07,7.258301258087158,0,0,5600,0.5505973000545055,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
1200,1.330897391614738,0.5712646797907712,1.1326417339987322,0.6833928571428571,0.3419207342197172,3.705985420765501e-07,7.3919196128845215,0,0,5600,0.534888599999249,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
1300,1.3485162851185164,0.5712565749227909,1.1463843717506281,0.6833928571428571,0.3368125299913303,3.4998933529095666e-07,7.373385906219482,0,0,5600,0.5503026000224054,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
1400,1.360415958482166,0.5705889113554842,1.1471805678550246,0.6833928571428571,0.33129801694302313,1.90511968867213e-07,7.873312950134277,0,0,5600,0.5435200000647455,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
1500,1.3842535780612297,0.5732996558254726,1.1590541701634889,0.6833928571428571,0.3208881943163606,1.5028254551907594e-07,7.875113487243652,0,0,5600,0.5687794999685138,2,intermittent,coarse,2016-01-03,2016-01-04,2016-01-31
25,1.4239961894859172,1.5648600722609887,3.0555496383038943,1.7066071428571428,1.1449456212855875,0.1494564563035965,5.194369316101074,0,0,5600,0.49804480001330376,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
50,1.4287161743866015,1.478015028487758,2.9352063247067224,1.7066071428571428,1.1082836536457763,0.03552749380469322,8.072879791259766,0,0,5600,0.46990250004455447,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
75,1.3543189682759138,1.457176473499941,2.8667653637408614,1.7066071428571428,1.1556558408042683,0.02174401842057705,10.57243537902832,0,0,5600,0.4958816999569535,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
100,1.3138273017781201,1.4482607659334983,2.8356495944827236,1.7066071428571428,1.1787906093233531,0.01759776659309864,11.8355131149292,0,0,5600,0.481453699991107,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
110,1.2977602726813122,1.4458237951601456,2.827014704932399,1.7066071428571428,1.1887542768667585,0.016511617228388786,12.164223670959473,0,0,5600,0.5633389998693019,2,lumpy,refined,2016-01-03,2016-01-04,2016-01-31
120,1.2894001116046787,1.4458017901567344,2.8241480885901766,1.7066071428571428,1.194047462961836,0.016525298357009888,12.278754234313965,0,0,5600,0.5444898998830467,2,lumpy,refined,2016-01-03,2016-01-04,2016-01-31
125,1.288214760908474,1.4457655640656595,2.824151178441552,1.7066071428571428,1.1941951196226623,0.014929811470210552,12.088838577270508,0,0,5600,0.49519870011135936,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
130,1.2783088068350326,1.4448066922360365,2.818016686182074,1.7066071428571428,1.2019275333230117,0.014858903363347054,12.138861656188965,0,0,5600,0.5426499000750482,2,lumpy,refined,2016-01-03,2016-01-04,2016-01-31
140,1.264242257551218,1.4444021804624103,2.8112926327094603,1.7066071428571428,1.2128840156850804,0.015277653932571411,12.800140380859375,0,0,5600,0.5708029000088573,2,lumpy,refined,2016-01-03,2016-01-04,2016-01-31
150,1.2592301261130725,1.443905884678908,2.8098330009288475,1.7066071428571428,1.2149194306313127,0.013640413992106915,12.8539400100708,0,0,5600,0.49831880000419915,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
160,1.2549417716731377,1.4438295550183726,2.80852987737987,1.7066071428571428,1.219496912911501,0.013530824333429337,12.845934867858887,0,0,5600,0.5599398000631481,2,lumpy,refined,2016-01-03,2016-01-04,2016-01-31
170,1.2422489605655198,1.4441799084908729,2.804392170514288,1.7066071428571428,1.2304507103259674,0.012794006615877151,12.977185249328613,0,0,5600,0.5661383999977261,2,lumpy,refined,2016-01-03,2016-01-04,2016-01-31
175,1.3050379997243449,1.4453177937782102,2.838212410022647,1.7066071428571428,1.182450934462582,0.010926774702966213,12.468682289123535,0,0,5600,0.4670977001078427,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
180,1.3045115197657222,1.4466927433552752,2.837763473270391,1.7066071428571428,1.184155193346752,0.010922914370894432,12.482983589172363,0,0,5600,0.5466881999745965,2,lumpy,refined,2016-01-03,2016-01-04,2016-01-31
190,1.2848669257365082,1.4463925942128324,2.8300394151225254,1.7066071428571428,1.2013964124577718,0.010980971157550812,12.496684074401855,0,0,5600,0.5443377001211047,2,lumpy,refined,2016-01-03,2016-01-04,2016-01-31
