boosting_rounds,wrmsse,mae,rmse,actual_mean,prediction_mean,minimum_prediction,maximum_prediction,non_finite_predictions,negative_predictions,prediction_rows,evaluation_seconds,fold,demand_type,stage,fit_train_end,validation_start,validation_end
200,1.28739638436879,1.449230012603969,2.8418187157780745,1.7066071428571428,1.20076020147851,0.011133178137242794,12.043472290039062,0,0,5600,0.47291620005853474,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
250,1.283365704955969,1.4556989523572181,2.8526868769893703,1.7066071428571428,1.207826845912662,0.00854007713496685,11.987798690795898,0,0,5600,0.5165101999882609,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
300,1.3255420364192607,1.4575311872826258,2.8817548706622333,1.7066071428571428,1.1827998724056774,0.0058265989646315575,11.019356727600098,0,0,5600,0.4860796998254955,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
350,1.3843868693434813,1.456217667911634,2.916495390691074,1.7066071428571428,1.1257540624419093,0.004039111081510782,10.690937995910645,0,0,5600,0.5064147999510169,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
400,1.4065847982141046,1.4545874071093359,2.9281779051320975,1.7066071428571428,1.1039926479693218,0.0030506958719342947,10.410700798034668,0,0,5600,0.5047638998366892,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
450,1.449040357561248,1.4566473698204,2.9522865935403724,1.7066071428571428,1.0619053555514049,0.002335890894755721,9.837857246398926,0,0,5600,0.546553699998185,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
500,1.4501112618031327,1.4568251989334489,2.967147379525495,1.7066071428571428,1.0580298551864689,0.0019986098632216454,8.767592430114746,0,0,5600,0.510933700017631,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
550,1.4633605575239275,1.460923761444345,2.978638171302606,1.7066071428571428,1.0540983483969675,0.0013730357168242335,8.336169242858887,0,0,5600,0.5067392999771982,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
600,1.4730479927818378,1.4606866675009327,2.981824801438492,1.7066071428571428,1.0488167805317166,0.0012590554542839527,8.062724113464355,0,0,5600,0.5083425999619067,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
650,1.4804722428575035,1.4621216601447875,2.9900866590438078,1.7066071428571428,1.0402950915982572,0.0009453034726902843,7.924161434173584,0,0,5600,0.547414599917829,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
700,1.5071762778538702,1.4661606820539184,3.0049401051989766,1.7066071428571428,1.0187265579208178,0.0007963780662976205,7.700509071350098,0,0,5600,0.5525410000700504,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
750,1.5170079018386682,1.4683139980458302,3.0124881613417918,1.7066071428571428,1.0126219010634667,0.0005340137286111712,7.724267959594727,0,0,5600,0.5211817999370396,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
800,1.5175929113899247,1.4696213653868628,3.013699565714797,1.7066071428571428,1.010120574734314,0.0003982830385211855,7.62178897857666,0,0,5600,0.5384182000998408,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
850,1.5333566574842168,1.4716208433832174,3.0213853875739582,1.7066071428571428,0.995693478999175,0.00026655805413611233,7.595259189605713,0,0,5600,0.5888481999281794,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
900,1.5391696304912204,1.4715253955420744,3.0243444545733333,1.7066071428571428,0.9945154276631832,0.0002063334104605019,7.548954010009766,0,0,5600,0.5439377001021057,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
950,1.5416073295279697,1.4719399476434463,3.026872816723248,1.7066071428571428,0.9888364767580476,0.00016183344996534288,7.337841510772705,0,0,5600,0.5663772001862526,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
1000,1.5410783932275298,1.4723927325664616,3.027537900108124,1.7066071428571428,0.9884553492143096,0.0001360587339149788,7.219054698944092,0,0,5600,1.3152280999347568,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
1100,1.5787262438446332,1.473488286982343,3.044290167939437,1.7066071428571428,0.9579842530311024,9.556827717460692e-05,7.451326847076416,0,0,5600,1.027403000043705,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
1200,1.6149821271788765,1.4734715654681272,3.0580981724841183,1.7066071428571428,0.9279540103885483,5.7763507356867194e-05,8.046797752380371,0,0,5600,2.1412992000114173,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
1300,1.609701018981155,1.4662299667926606,3.0512623010920916,1.7066071428571428,0.9282628041592164,5.705472722183913e-05,8.866175651550293,0,0,5600,0.7558950001839548,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
1400,1.6074899554497417,1.4631531141235317,3.056072135302244,1.7066071428571428,0.9236208231662795,4.4152893678983673e-05,9.225829124450684,0,0,5600,0.7177653999533504,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
1500,1.6241693559156154,1.4670548182971073,3.065138161928152,1.7066071428571428,0.9085625216507697,3.252970418543555e-05,7.855507850646973,0,0,5600,0.6941176000982523,2,lumpy,coarse,2016-01-03,2016-01-04,2016-01-31
25,0.9238853286616835,3.272073850865875,5.949913904832319,5.650535714285715,4.970939658305475,0.7131009697914124,23.991361618041992,0,0,5600,0.5059462999925017,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
50,0.8256833588252274,2.7639528917946987,5.033341975871862,5.650535714285715,4.900115316137671,0.18757380545139313,42.54597854614258,0,0,5600,0.5018142000772059,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
75,0.7740963199390365,2.7309715967851558,4.932575469685465,5.650535714285715,5.0352631233832135,0.0876542404294014,51.696285247802734,0,0,5600,0.4955890001729131,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
100,0.7546705555322181,2.731789687282539,4.884986182073627,5.650535714285715,5.082082339751401,0.060017723590135574,52.950321197509766,0,0,5600,0.49657960003241897,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
125,0.7343929391085258,2.7275154406863398,4.849476579403584,5.650535714285715,5.130783645886528,0.04750657454133034,53.71187973022461,0,0,5600,0.49893759982660413,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
150,0.7115637420668828,2.718703617418983,4.819214092097789,5.650535714285715,5.174585918991694,0.039642084389925,54.6115837097168,0,0,5600,0.4741169000044465,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
175,0.7013587818644321,2.7079449523639467,4.789271692945016,5.650535714285715,5.194021648324227,0.02268802560865879,54.36439514160156,0,0,5600,0.49014850007370114,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
200,0.6878126145047855,2.6967919216067195,4.765488774032131,5.650535714285715,5.215217658901487,0.013137200847268105,54.45286178588867,0,0,5600,0.4894396001473069,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
250,0.6758675939801672,2.6958192301674613,4.792644244071181,5.650535714285715,5.225890358710395,0.0070014637894928455,53.97793960571289,0,0,5600,0.5174636000301689,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
260,0.6756194827720671,2.6950651475968437,4.785876370686649,5.650535714285715,5.229849091784231,0.005667795427143574,54.01618957519531,0,0,5600,0.5358167998492718,2,smooth,refined,2016-01-03,2016-01-04,2016-01-31
270,0.6770730485006652,2.692831791685146,4.785614978433159,5.650535714285715,5.2200588352663075,0.004646710120141506,53.95319747924805,0,0,5600,0.5057649998925626,2,smooth,refined,2016-01-03,2016-01-04,2016-01-31
280,0.6836315326848803,2.690975601241184,4.781536731974146,5.650535714285715,5.195794449091648,0.00379036832600832,53.85945510864258,0,0,5600,0.5261650998145342,2,smooth,refined,2016-01-03,2016-01-04,2016-01-31
290,0.6757606617214589,2.6870421969823655,4.7681665552523285,5.650535714285715,5.215724331346199,0.0032458279747515917,54.02859115600586,0,0,5600,0.4936675999779254,2,smooth,refined,2016-01-03,2016-01-04,2016-01-31
300,0.6739349297318508,2.684805807062034,4.757175805148147,5.650535714285715,5.221219222991204,0.0027859541587531567,54.018428802490234,0,0,5600,0.49685500003397465,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
310,0.6731201531627391,2.68199215340374,4.747960441559568,5.650535714285715,5.220397619170627,0.0028012997936457396,53.953739166259766,0,0,5600,0.5080683000851423,2,smooth,refined,2016-01-03,2016-01-04,2016-01-31
320,0.6892611045498503,2.6815587937645198,4.760392545163493,5.650535714285715,5.167085830422376,0.002765117445960641,53.83847427368164,0,0,5600,0.5218813999090344,2,smooth,refined,2016-01-03,2016-01-04,2016-01-31
330,0.6834574326107806,2.683116569312156,4.766561138877974,5.650535714285715,5.185989221142704,0.0024185925722122192,53.89179611206055,0,0,5600,0.49616330000571907,2,smooth,refined,2016-01-03,2016-01-04,2016-01-31
340,0.681031359087795,2.680667592165368,4.7538861749534975,5.650535714285715,5.19581474405044,0.002201401861384511,53.82789993286133,0,0,5600,0.519582400098443,2,smooth,refined,2016-01-03,2016-01-04,2016-01-31
350,0.6814045687838901,2.6810229486372346,4.7594782713853,5.650535714285715,5.198479375801377,0.0018795804353430867,53.892234802246094,0,0,5600,0.5122803999111056,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
400,0.739526440265315,2.683498934512775,4.774043366180409,5.650535714285715,5.03700655591433,0.0009825271554291248,53.860801696777344,0,0,5600,0.5541882999241352,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
450,0.7502384677661048,2.6809081078733494,4.781594888663028,5.650535714285715,5.002119641639074,0.0005892245681025088,53.0539436340332,0,0,5600,0.5730719999410212,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
500,0.770515656931952,2.6886529570275837,4.796699856206334,5.650535714285715,4.951765121302955,0.00033191978582181036,52.930973052978516,0,0,5600,0.5315487999469042,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
550,0.7394645158973486,2.685085818084044,4.788527418965309,5.650535714285715,5.032522162360776,0.00018324496340937912,52.58073806762695,0,0,5600,0.5558422000613064,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
600,0.7474364176635119,2.6875227976682825,4.805323366607117,5.650535714285715,4.997255589836414,0.00013858529564458877,49.617156982421875,0,0,5600,0.5665599000640213,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
650,0.7626377985077535,2.6984361964116905,4.83082466859212,5.650535714285715,4.951414548006795,0.0001159550083684735,48.42902374267578,0,0,5600,0.5334061000030488,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
700,0.7709542447393937,2.699448991470343,4.836038119799648,5.650535714285715,4.936088891848578,6.964439671719447e-05,48.48846435546875,0,0,5600,0.6049570001196116,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
750,0.7842036161397755,2.709318834860988,4.849253049864685,5.650535714285715,4.89842900710913,5.8289271692046896e-05,47.35218048095703,0,0,5600,0.5343822999857366,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
800,0.7755856366033435,2.715932860192166,4.860678347109584,5.650535714285715,4.915309986534026,3.3708645787555724e-05,46.84859085083008,0,0,5600,0.5572061000857502,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
850,0.7774104310238267,2.727324730681024,4.870076794134131,5.650535714285715,4.916669881177087,2.8633705369429663e-05,46.890968322753906,0,0,5600,0.587885299930349,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
900,0.787432176204414,2.730608818903048,4.878232593102022,5.650535714285715,4.895072726458709,2.5527988327667117e-05,46.81219482421875,0,0,5600,0.5562565999571234,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
950,0.8226836722977647,2.732581083361445,4.894856803880068,5.650535714285715,4.791751752494318,2.028506060014479e-05,47.350982666015625,0,0,5600,0.5356125999242067,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
1000,0.8290034603748733,2.735070192864072,4.890303634031959,5.650535714285715,4.777554500656339,1.2053198588546365e-05,46.442562103271484,0,0,5600,0.5103299000766128,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
1100,0.8533545391672536,2.7439529036423256,4.929979784373251,5.650535714285715,4.713830720100302,5.5197515393956564e-06,48.86945343017578,0,0,5600,0.5352723998948932,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
1200,0.8655054344949218,2.7628849578997543,4.974971313448245,5.650535714285715,4.678172700909159,6.041938831913285e-06,49.75401306152344,0,0,5600,0.5338441000785679,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
1300,0.8722074731706044,2.759957867195342,4.968526231073353,5.650535714285715,4.661003069286003,3.835687493847217e-06,50.061004638671875,0,0,5600,0.567225500009954,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
1400,0.8781584520853056,2.7668068426551744,4.965087623141767,5.650535714285715,4.660988219798606,2.0066815977770602e-06,49.07279586791992,0,0,5600,0.5468008001334965,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
1500,0.897732937226262,2.770367928564251,4.978809053252089,5.650535714285715,4.623418552952168,1.6269459592876956e-06,48.41153335571289,0,0,5600,0.5804150998592377,2,smooth,coarse,2016-01-03,2016-01-04,2016-01-31
25,1.1527850042015162,4.082845379263163,6.865590092330818,6.324285714285714,5.679896022485835,1.3405969142913818,25.254470825195312,0,0,5600,0.47534549981355667,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
50,1.0900291356692704,3.762649072759918,6.2612168648410975,6.324285714285714,5.405554490142635,0.5085991024971008,47.82717514038086,0,0,5600,0.49780369992367923,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
75,0.9719038992749617,3.690362596612956,5.980550708724209,6.324285714285714,5.502264567736004,0.3581927418708801,51.52190399169922,0,0,5600,0.4984275000169873,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
100,0.9214256333739574,3.6773164099667754,5.904720248415395,6.324285714285714,5.614968219101429,0.3288743197917938,52.614723205566406,0,0,5600,0.5011189000215381,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
125,0.8568529041299378,3.676963384561241,5.870600835871187,6.324285714285714,5.771478569832231,0.28994783759117126,57.020713806152344,0,0,5600,0.5167569001205266,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
150,0.8200192622367037,3.6788009586504526,5.83507088196612,6.324285714285714,5.868441374855382,0.26431509852409363,59.419071197509766,0,0,5600,0.500904600135982,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
175,0.8291958060842349,3.695783122062151,5.842284595627961,6.324285714285714,5.930840715731361,0.24770931899547577,57.36983108520508,0,0,5600,0.48718070005998015,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
200,0.798408322553182,3.7044343390502035,5.830270255040676,6.324285714285714,6.043616731323834,0.23575182259082794,57.32503890991211,0,0,5600,0.4895774000324309,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
250,0.7473054541944562,3.707078695238701,5.810384313257015,6.324285714285714,6.17525296356529,0.23040610551834106,63.625125885009766,0,0,5600,0.48709650011733174,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
300,0.7591821001654813,3.7232413649718676,5.822058472687175,6.324285714285714,6.236436898852033,0.19731028378009796,59.17802047729492,0,0,5600,0.518048900179565,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
350,0.7521067882184462,3.7434975061006845,5.826854440208568,6.324285714285714,6.332986884540213,0.19219332933425903,59.29515838623047,0,0,5600,0.5249549001455307,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
360,0.7514254413717164,3.7480618068336375,5.830655022149275,6.324285714285714,6.344926732594946,0.19016392529010773,59.689300537109375,0,0,5600,0.5125961001031101,3,erratic,refined,2016-01-31,2016-02-01,2016-02-28
370,0.7488150488729114,3.7469892125869437,5.828978326862666,6.324285714285714,6.358405584828662,0.19258828461170197,59.81050109863281,0,0,5600,0.5051408000290394,3,erratic,refined,2016-01-31,2016-02-01,2016-02-28
380,0.7502069694570094,3.748342023904302,5.827999049534969,6.324285714285714,6.365484986483518,0.18654102087020874,59.59709930419922,0,0,5600,0.5210093001369387,3,erratic,refined,2016-01-31,2016-02-01,2016-02-28
390,0.7434205148439166,3.745618637560734,5.824103513732298,6.324285714285714,6.372862236398672,0.18654417991638184,59.43944549560547,0,0,5600,0.49626450007781386,3,erratic,refined,2016-01-31,2016-02-01,2016-02-28
400,0.7149231442901696,3.7343246008748454,5.797986726689125,6.324285714285714,6.399362691638193,0.18295513093471527,64.94108581542969,0,0,5600,0.4913443000987172,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
410,0.7425019231621657,3.7467513961797314,5.818607407201765,6.324285714285714,6.376769903113267,0.18734467029571533,58.80281066894531,0,0,5600,0.5076741999946535,3,erratic,refined,2016-01-31,2016-02-01,2016-02-28
420,0.736764352554367,3.747185752229499,5.815675833055283,6.324285714285714,6.398296471490924,0.18671396374702454,58.714019775390625,0,0,5600,0.4967402000911534,3,erratic,refined,2016-01-31,2016-02-01,2016-02-28
430,0.7352400277196962,3.7497323947080545,5.816924729022425,6.324285714285714,6.408299686663917,0.1912946105003357,58.83007049560547,0,0,5600,0.5140845000278205,3,erratic,refined,2016-01-31,2016-02-01,2016-02-28
440,0.7092176126425922,3.737202176276062,5.793303125170863,6.324285714285714,6.436501051682447,0.19499853253364563,64.34191131591797,0,0,5600,0.49337579985149205,3,erratic,refined,2016-01-31,2016-02-01,2016-02-28
450,0.7429807280959809,3.761264329874622,5.832651170364603,6.324285714285714,6.425726754221001,0.19404815137386322,59.30867385864258,0,0,5600,0.5150351000484079,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
500,0.7646600818636392,3.7820204616204967,5.861583710593141,6.324285714285714,6.432858693064856,0.1575312316417694,58.648406982421875,0,0,5600,0.5250949000474066,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
550,0.7955717141499163,3.7813394078745373,5.89454033240109,6.324285714285714,6.394646906791521,0.14990448951721191,59.038814544677734,0,0,5600,0.5019928000401706,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
600,0.8007933385400144,3.80585907522589,5.9212734287168844,6.324285714285714,6.4646257186681035,0.14584213495254517,59.114845275878906,0,0,5600,0.5437624000478536,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
650,0.8416224396997729,3.8309538005119457,5.990746312728389,6.324285714285714,6.444769170740619,0.11961586028337479,59.977577209472656,0,0,5600,0.5522908000275493,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
700,0.8470538222015273,3.831054913087615,5.991879826283687,6.324285714285714,6.46015582844881,0.10639633983373642,60.51405715942383,0,0,5600,0.5109751999843866,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
750,0.8522358259571867,3.8296053739238,6.001072473167105,6.324285714285714,6.464389049365584,0.07756200432777405,59.980953216552734,0,0,5600,0.5312489001080394,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
800,0.8625403610897834,3.8336303515253323,6.018691578579696,6.324285714285714,6.439013106745801,0.07072897255420685,59.74272155761719,0,0,5600,0.540393500123173,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
850,0.8725308813427767,3.835651879276681,6.038923379855843,6.324285714285714,6.410183785102064,0.05870484933257103,59.17872619628906,0,0,5600,0.5474737000185996,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
900,0.8763867188998692,3.8341127349935205,6.052284195014113,6.324285714285714,6.394691505065587,0.042852532118558884,59.63974380493164,0,0,5600,0.5287939999252558,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
950,0.8733863038805016,3.832697025570752,6.046017736167342,6.324285714285714,6.36758209974505,0.03714779019355774,59.23894500732422,0,0,5600,0.5473011001013219,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
1000,0.8903251390956488,3.833582556514136,6.076895074080627,6.324285714285714,6.343957716672615,0.02161041460931301,59.505863189697266,0,0,5600,0.5392835000529885,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
1100,0.8926591041091463,3.860794446822422,6.0952653882144014,6.324285714285714,6.3881123966592295,0.008084283210337162,60.34600830078125,0,0,5600,0.5213220999576151,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
1200,0.8922573852269113,3.8415727647751505,6.081297091736793,6.324285714285714,6.336297728062242,0.00841249618679285,59.979522705078125,0,0,5600,0.5451426000799984,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
1300,0.8865070252508077,3.839953257836169,6.081056486096512,6.324285714285714,6.327924945424976,0.0021835663355886936,59.948097229003906,0,0,5600,0.5441029001958668,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
1400,0.8938947929679103,3.854217234505382,6.095965179276325,6.324285714285714,6.291754492681898,0.0019193470943719149,59.97789001464844,0,0,5600,0.5559660999570042,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
1500,0.9004339030160906,3.8470270202503265,6.090564858460086,6.324285714285714,6.256800769556534,0.001498489291407168,60.13992691040039,0,0,5600,0.5265160999260843,3,erratic,coarse,2016-01-31,2016-02-01,2016-02-28
25,1.290040788652388,0.7627222319412976,1.4399227637832603,0.7685714285714286,0.4774485779540347,0.08177730441093445,3.2513203620910645,0,0,5600,0.49151339987292886,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
50,1.2474166629049512,0.6878811097238213,1.2995490593269208,0.7685714285714286,0.4846470656132858,0.024357127025723457,6.232726097106934,0,0,5600,0.5030430001206696,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
75,1.1383544103937095,0.6537296669462895,1.1874691505725656,0.7685714285714286,0.5231589416619058,0.014336979947984219,7.474482536315918,0,0,5600,0.4875617998186499,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
100,1.0784808797848768,0.6452819303280142,1.157762086339053,0.7685714285714286,0.5482898132403248,0.010330385528504848,8.144867897033691,0,0,5600,0.5097867997828871,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
125,1.0485495209518318,0.6433654001523141,1.1504948538784323,0.7685714285714286,0.5615197487253629,0.008755841292440891,8.572901725769043,0,0,5600,0.5281116000842303,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
150,1.0294849907059598,0.641502867724048,1.143846705961991,0.7685714285714286,0.5682863802644091,0.006248158402740955,8.765443801879883,0,0,5600,0.5058138000313193,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
175,1.0131466578798585,0.6398390594080723,1.1395234942078991,0.7685714285714286,0.5753075574996183,0.004446871113032103,8.670083999633789,0,0,5600,0.4932888001203537,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
200,1.015790665171944,0.6405952183432445,1.140398029802708,0.7685714285714286,0.5745584461783957,0.004062734544277191,8.721468925476074,0,0,5600,0.5021939999423921,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
250,0.9907123053334053,0.6392631302408076,1.1352320143186214,0.7685714285714286,0.5852074689238466,0.0017809525597840548,9.221870422363281,0,0,5600,0.48440419998951256,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
300,0.9886344404146419,0.6384546193675591,1.1335026300025435,0.7685714285714286,0.5865552730759062,0.0009039977448992431,9.316272735595703,0,0,5600,0.5076834000647068,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
350,1.0054139643670843,0.6378712760152329,1.1355542321514973,0.7685714285714286,0.5786617111168536,0.0005387307028286159,9.175450325012207,0,0,5600,0.5061166998930275,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
400,0.9947744109953482,0.6372559265268397,1.132737103126668,0.7685714285714286,0.5847121566856576,0.0003596178721636534,9.210953712463379,0,0,5600,0.5196234998293221,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
450,0.9952304682338454,0.6375984853473112,1.1352431921573418,0.7685714285714286,0.5858674664647255,0.00019766773039009422,9.131447792053223,0,0,5600,0.5085488001350313,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
500,1.0012562459526406,0.6376270761082651,1.1373616596774172,0.7685714285714286,0.5847553893936739,0.00011826986883534119,9.397784233093262,0,0,5600,0.531583399977535,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
550,0.996043469461072,0.6378408291445457,1.1365346201335604,0.7685714285714286,0.5865114728302888,8.353598968824372e-05,9.347243309020996,0,0,5600,0.5102576001081616,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
600,0.9903050260635541,0.6364463197323598,1.133916900664208,0.7685714285714286,0.5894713123229511,7.301253208424896e-05,9.394057273864746,0,0,5600,0.5287198999430984,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
650,0.9987664196930012,0.6371136263311564,1.140082044587812,0.7685714285714286,0.5860507081527871,4.722088488051668e-05,9.483436584472656,0,0,5600,0.46241860021837056,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
700,1.000349957519754,0.636492944682025,1.1398385763223766,0.7685714285714286,0.5851575922220464,3.79351586161647e-05,9.426011085510254,0,0,5600,0.5056016999296844,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
750,1.005209453179701,0.6356369967745316,1.1427473171207603,0.7685714285714286,0.5837056212642726,2.7076102924183942e-05,9.295284271240234,0,0,5600,0.5171757999341935,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
800,0.9966036141272205,0.6348395974541151,1.1402192450302944,0.7685714285714286,0.5877207459341977,1.632696330489125e-05,9.645950317382812,0,0,5600,0.5411739000119269,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
810,1.0014042461351753,0.6350764225353344,1.1415827465326562,0.7685714285714286,0.585017271275492,1.676767715252936e-05,9.288093566894531,0,0,5600,0.5284139001742005,3,intermittent,refined,2016-01-31,2016-02-01,2016-02-28
820,0.9892412888075114,0.6346889702788924,1.1355069564862057,0.7685714285714286,0.5908986782637927,1.6849719031597488e-05,10.158441543579102,0,0,5600,0.5322724001016468,3,intermittent,refined,2016-01-31,2016-02-01,2016-02-28
830,0.9933619320539973,0.6344618128030798,1.1366153336218199,0.7685714285714286,0.5888993920309366,1.6214031347772107e-05,10.161581039428711,0,0,5600,0.5332552001345903,3,intermittent,refined,2016-01-31,2016-02-01,2016-02-28
840,0.9916204425688859,0.6342641806349798,1.1376018365438667,0.7685714285714286,0.5894311121231557,1.4916226064087823e-05,10.159078598022461,0,0,5600,0.5408536000177264,3,intermittent,refined,2016-01-31,2016-02-01,2016-02-28
850,0.9882599481541646,0.632743076653467,1.1346347618326595,0.7685714285714286,0.5906384364312434,1.2670638170675375e-05,10.160933494567871,0,0,5600,0.5281706000678241,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
860,0.9934542513571969,0.6344343268262862,1.1381097438326715,0.7685714285714286,0.5891598624239285,1.068751862476347e-05,10.209512710571289,0,0,5600,0.530514899874106,3,intermittent,refined,2016-01-31,2016-02-01,2016-02-28
870,0.9956235766088178,0.6333645993515223,1.1363018491090942,0.7685714285714286,0.587266670849521,1.0701715837058146e-05,10.201967239379883,0,0,5600,0.5169262001290917,3,intermittent,refined,2016-01-31,2016-02-01,2016-02-28
880,0.9936776545968451,0.6333697326113709,1.1359221879913257,0.7685714285714286,0.5881848596654042,9.401823263033293e-06,10.183151245117188,0,0,5600,0.5259797999169677,3,intermittent,refined,2016-01-31,2016-02-01,2016-02-28
890,0.9922336053460823,0.6335960821857674,1.135271593820694,0.7685714285714286,0.588334230076557,9.436119398742449e-06,10.170114517211914,0,0,5600,0.5381597999949008,3,intermittent,refined,2016-01-31,2016-02-01,2016-02-28
900,0.9961844225035384,0.6333778082772498,1.1354436788039268,0.7685714285714286,0.5866587768556147,8.991411050374154e-06,10.169438362121582,0,0,5600,0.5245312999468297,3,intermittent,coarse,2016-01-31,2016-02-01,2016-02-28
