level,hierarchy_series,level_weight_share,naive_level_wrmsse,naive_wrmsse_contribution,xgb_level_wrmsse,xgb_wrmsse_contribution,fold,demand_type,level_wrmsse_difference,xgb_better
L7_State_Department,14,0.08333333333333333,0.7317906212481016,0.06098255177067513,0.5122586774530963,0.04268822312109135,4,smooth,0.2195319437950053,True
L8_Store_Category,29,0.08333333333333333,0.8134232522568682,0.06778527102140568,0.589237628581704,0.049103135715142,4,smooth,0.22418562367516415,True
L9_Store_Department,39,0.08333333333333333,0.8383877826515213,0.06986564855429343,0.615007666764154,0.051250638897012826,4,smooth,0.22338011588736728,True
L10_Item,119,0.08333333333333333,1.1480798879087364,0.09567332399239468,0.8730624987245903,0.07275520822704919,5,erratic,0.2750173891841461,True
L11_Item_State,171,0.08333333333333333,1.1833663990004588,0.09861386658337157,0.9119418293481673,0.0759951524456806,5,erratic,0.27142456965229156,True
L12_Item_Store,200,0.08333333333333333,1.2023035809777265,0.10019196508147721,0.9223740942955977,0.07686450785796647,5,erratic,0.2799294866821288,True
L1_Total,1,0.08333333333333333,0.5692128673617821,0.04743440561348184,0.5569283705351122,0.046410697544592684,5,erratic,0.012284496826669877,True
L2_State,3,0.08333333333333333,0.6548338163926258,0.05456948469938548,0.5657953268696354,0.047149610572469615,5,erratic,0.08903848952299043,True
L3_Store,10,0.08333333333333333,0.8042631831032677,0.06702193192527231,0.6440509981454674,0.05367091651212228,5,erratic,0.16021218495780032,True
L4_Category,3,0.08333333333333334,0.6179707688140739,0.051497564067839494,0.6548921020562829,0.05457434183802358,5,erratic,-0.03692133324220903,False
L5_Department,5,0.08333333333333333,0.6352856261684465,0.05294046884737054,0.6438025284999378,0.05365021070832815,5,erratic,-0.008516902331491272,False
L6_State_Category,9,0.08333333333333333,0.7293721781671366,0.06078101484726138,0.6454957918632261,0.05379131598860217,5,erratic,0.08387638630391048,True
L7_State_Department,15,0.08333333333333333,0.8541193763618106,0.07117661469681755,0.7218089759981748,0.0601507479998479,5,erratic,0.13231040036363573,True
L8_Store_Category,25,0.08333333333333333,0.8926542128363233,0.0743878510696936,0.7026956735186457,0.058557972793220475,5,erratic,0.1899585393176776,True
L9_Store_Department,39,0.08333333333333333,1.0402734319567568,0.08668945266306306,0.8176105553442647,0.06813421294535539,5,erratic,0.22266287661249207,True
L10_Item,191,0.08333333333333333,1.2622573357896212,0.10518811131580176,0.9803280442178401,0.08169400368482001,5,intermittent,0.28192929157178104,True
L11_Item_State,198,0.08333333333333333,1.2636885978312395,0.1053073831526033,0.9807953321446167,0.08173294434538472,5,intermittent,0.2828932656866229,True
L12_Item_Store,200,0.08333333333333333,1.2231409008942618,0.10192840840785514,0.9357949155279794,0.07798290962733162,5,intermittent,0.2873459853662823,True
L1_Total,1,0.08333333333333333,1.2677464335668653,0.1056455361305721,1.732318746956614,0.14435989557971782,5,intermittent,-0.4645723133897486,False
L2_State,3,0.08333333333333333,1.5489424713351194,0.12907853927792662,1.6294545012152173,0.1357878751012681,5,intermittent,-0.08051202988009787,False
L3_Store,10,0.08333333333333333,1.3747153354285249,0.11455961128571039,1.3057461830386121,0.10881218191988433,5,intermittent,0.06896915238991275,True
L4_Category,3,0.08333333333333333,1.367545801136094,0.11396215009467449,1.4698053615041071,0.12248378012534225,5,intermittent,-0.1022595603680132,False
L5_Department,7,0.08333333333333333,1.378078506910064,0.11483987557583866,1.3747652483661978,0.11456377069718314,5,intermittent,0.0033132585438662154,True
L6_State_Category,9,0.08333333333333334,1.4262470577662407,0.11885392148052007,1.3717661467559399,0.11431384556299501,5,intermittent,0.054480911010300836,True
L7_State_Department,21,0.08333333333333333,1.4338730173716392,0.11948941811430326,1.295021010410655,0.10791841753422124,5,intermittent,0.1388520069609842,True
L8_Store_Category,30,0.08333333333333333,1.30962233274445,0.10913519439537082,1.1505506045968,0.09587921704973332,5,intermittent,0.15907172814765014,True
L9_Store_Department,60,0.08333333333333333,1.3061749653859922,0.108847913782166,1.1091337340761218,0.09242781117301015,5,intermittent,0.1970412313098704,True
L10_Item,182,0.08333333333333333,1.2824118201023447,0.10686765167519538,1.0091195903393515,0.08409329919494594,5,lumpy,0.27329222976299317,True
L11_Item_State,197,0.08333333333333333,1.2626462361524287,0.10522051967936905,0.9834406669423615,0.08195338891186346,5,lumpy,0.2792055692100671,True
L12_Item_Store,200,0.08333333333333333,1.2683086171766214,0.10569238476471844,0.9870537909017593,0.0822544825751466,5,lumpy,0.2812548262748621,True
L1_Total,1,0.08333333333333333,1.1249192344966463,0.09374326954138719,1.3459486918820105,0.11216239099016753,5,lumpy,-0.22102945738536417,False
L2_State,3,0.08333333333333333,1.0465051544317634,0.08720876286931362,1.1104838077393038,0.09254031731160864,5,lumpy,-0.06397865330754038,False
L3_Store,10,0.08333333333333333,1.2152144735794665,0.10126787279828887,1.0495645337439676,0.08746371114533064,5,lumpy,0.16564993983549892,True
L4_Category,3,0.08333333333333333,1.221983827383083,0.1018319856152569,1.4519011589061768,0.12099176324218139,5,lumpy,-0.2299173315230938,False
L5_Department,7,0.08333333333333333,1.2244846270060845,0.10204038558384036,1.208216232126406,0.10068468601053383,5,lumpy,0.01626839487967846,True
L6_State_Category,9,0.08333333333333333,1.1951635004011316,0.09959695836676097,1.204912106932694,0.10040934224439116,5,lumpy,-0.009748606531562398,False
L7_State_Department,21,0.08333333333333333,1.2502814820730823,0.10419012350609018,1.08791741370372,0.09065978447530999,5,lumpy,0.16236406836936235,True
L8_Store_Category,30,0.08333333333333334,1.330375964617257,0.11086466371810476,1.0925536646172263,0.0910461387181022,5,lumpy,0.2378223000000308,True
L9_Store_Department,59,0.08333333333333333,1.3573060742053815,0.11310883951711512,1.0910927740893506,0.09092439784077921,5,lumpy,0.26621330011603095,True
L10_Item,142,0.08333333333333333,0.9495263688682155,0.07912719740568462,0.7532145175566237,0.06276787646305197,5,smooth,0.1963118513115918,True
L11_Item_State,180,0.08333333333333333,0.9703506466489051,0.08086255388740876,0.7663012188004288,0.06385843490003573,5,smooth,0.20404942784847635,True
L12_Item_Store,200,0.08333333333333333,0.9670527586011796,0.08058772988343163,0.7614043301299593,0.06345036084416328,5,smooth,0.20564842847122022,True
L1_Total,1,0.08333333333333333,0.46658455744380645,0.03888204645365054,0.47240358058963106,0.03936696504913592,5,smooth,-0.005819023145824609,False
L2_State,3,0.08333333333333333,0.5483331743611582,0.04569443119676318,0.5524770397058532,0.04603975330882109,5,smooth,-0.004143865344694908,False
L3_Store,10,0.08333333333333334,0.6788463647039984,0.05657053039199987,0.6321486721714267,0.05267905601428556,5,smooth,0.04669769253257172,True
L4_Category,3,0.08333333333333334,0.5401159819577115,0.04500966516314263,0.5178634395791358,0.04315528663159466,5,smooth,0.022252542378575657,True
L5_Department,5,0.08333333333333334,0.587671864154315,0.048972655346192925,0.5335176871287142,0.04445980726072619,5,smooth,0.05415417702560088,True
L6_State_Category,9,0.08333333333333333,0.6599331968988986,0.054994433074908214,0.620402917598847,0.05170024313323725,5,smooth,0.039530279300051596,True
L7_State_Department,14,0.08333333333333333,0.6949132011911626,0.057909433432596885,0.622454164107462,0.0518711803422885,5,smooth,0.0724590370837006,True
L8_Store_Category,29,0.08333333333333333,0.7732237424390619,0.06443531186992182,0.6623142399623192,0.05519285333019326,5,smooth,0.1109095024767427,True
L9_Store_Department,39,0.08333333333333333,0.7998495642247779,0.06665413035206483,0.6707017773769304,0.05589181478141086,5,smooth,0.12914778684784756,True
