method,demand_type,mean_wrmsse,std_wrmsse,mean_mae
croston,erratic,0.8819349662875918,0.08910701664354229,3.7573365277538193
croston,intermittent,1.1155870530447256,0.13457643557114213,0.8548279775445019
croston,lumpy,1.0674149084396547,0.06509940899259621,1.5612241563863622
croston,smooth,0.8555832368319919,0.04243727934713437,2.946278323699579
sba,erratic,0.8852555056096628,0.11642753273474088,3.7012856287233773
sba,intermittent,1.0977764815506847,0.14768965877213125,0.8414356528083825
sba,lumpy,1.075629538241942,0.0789900158620915,1.5379722227911574
sba,smooth,0.853621460548719,0.06944752113073908,2.9058515153176137
