fold,demand_type,epoch,loss,mae,val_loss,val_mae,epoch_seconds
2,erratic,1,0.8242067694664001,0.7227454781532288,0.7696163654327393,0.691658079624176,27.646939999889582
2,erratic,2,0.8066326379776001,0.7113017439842224,0.7696244716644287,0.6922928094863892,25.552899700123817
2,erratic,3,0.8049905300140381,0.7101829648017883,0.7704120874404907,0.6928703188896179,26.343183000106364
2,erratic,4,0.8035045266151428,0.7092083096504211,0.7728333473205566,0.6935993432998657,25.412845899816602
2,erratic,5,0.8022255301475525,0.7084003686904907,0.771484375,0.6926359534263611,25.62211770005524
2,erratic,6,0.8004105687141418,0.7072712182998657,0.7666452527046204,0.6918466091156006,25.353467400185764
2,erratic,7,0.7991238832473755,0.7064194083213806,0.7677552700042725,0.6923750042915344,25.683311299886554
2,erratic,8,0.7972027063369751,0.7051858901977539,0.7685650587081909,0.6931968927383423,26.603848399827257
2,erratic,9,0.7932543158531189,0.702659010887146,0.759510338306427,0.6886817812919617,26.192788199987262
2,erratic,10,0.7885830998420715,0.6999507546424866,0.7549046874046326,0.6870046257972717,25.35974989994429
2,erratic,11,0.786357581615448,0.6986647248268127,0.7528759241104126,0.685627818107605,26.099983599968255
2,erratic,12,0.7858657240867615,0.6984372138977051,0.7530028820037842,0.6855326294898987,25.58294119988568
2,erratic,13,0.7843549847602844,0.6975464820861816,0.7537059783935547,0.686043381690979,26.25132410018705
2,erratic,14,0.7834333777427673,0.6970757842063904,0.7555250525474548,0.6874020099639893,25.417564700124785
2,erratic,15,0.7828378081321716,0.6967530250549316,0.7567746639251709,0.6877214908599854,26.76574519998394
2,erratic,16,0.7820390462875366,0.6962584257125854,0.7563362717628479,0.6879943013191223,25.66401659999974
