fold,demand_type,epoch,loss,mae,val_loss,val_mae,epoch_seconds
4,erratic,1,0.8265365958213806,0.7240170240402222,0.6809078454971313,0.6581800580024719,47.56492000003345
4,erratic,2,0.8093816041946411,0.7129616141319275,0.6803509593009949,0.6570179462432861,38.81893930002116
4,erratic,3,0.80710768699646,0.711412250995636,0.6801865100860596,0.6565219759941101,38.01694909995422
4,erratic,4,0.805842399597168,0.7105871438980103,0.6804948449134827,0.657362699508667,35.272560300072655
4,erratic,5,0.8045539855957031,0.7098015546798706,0.6792623996734619,0.6567724347114563,41.82250140001997
4,erratic,6,0.8035309314727783,0.709251344203949,0.6782837510108948,0.6559951901435852,40.39663020009175
4,erratic,7,0.801935076713562,0.7082227468490601,0.6777617931365967,0.6555973887443542,41.89550319989212
4,erratic,8,0.7981073260307312,0.7058435678482056,0.6688485741615295,0.648619532585144,41.3068032998126
4,erratic,9,0.7925941348075867,0.7025930881500244,0.6667222380638123,0.6477336287498474,40.293433899991214
4,erratic,10,0.7908405065536499,0.701681911945343,0.6651995182037354,0.6471168994903564,41.678523499984294
4,erratic,11,0.7892987132072449,0.7007026672363281,0.6653870344161987,0.647765040397644,36.14979589986615
4,erratic,12,0.7886965274810791,0.700388491153717,0.6656086444854736,0.648510217666626,36.20327539998107
4,erratic,13,0.787517249584198,0.6997154355049133,0.6658872961997986,0.6487754583358765,1002.6869174002204
4,erratic,14,0.7866145372390747,0.699160635471344,0.6673191785812378,0.6495574116706848,73.00630980008282
4,erratic,15,0.7860856652259827,0.6988031268119812,0.6698442101478577,0.6528355479240417,36.26183239999227
