fold,demand_type,epoch,loss,mae,epoch_seconds
3,smooth,1,0.8474568128585815,0.7232477068901062,25.702227199915797
3,smooth,2,0.8358134031295776,0.7158991098403931,25.197796399937943
3,smooth,3,0.8340790867805481,0.7148346900939941,24.929061699891463
3,smooth,4,0.8302065134048462,0.7124599814414978,26.67772989999503
3,smooth,5,0.8153277635574341,0.7039174437522888,25.059830600162968
3,smooth,6,0.8102303147315979,0.7011951804161072,25.599564200034365
3,smooth,7,0.808967649936676,0.7004867792129517,25.842198699945584
3,smooth,8,0.8080849051475525,0.6999857425689697,25.46159219997935
3,smooth,9,0.8072620034217834,0.699568510055542,25.224208400119096
3,smooth,10,0.8064862489700317,0.6991528868675232,25.576502100098878
