fold,demand_type,model,level,level_name,series_count,weight_sum,wrmsse_contribution,level_normalised_wrmsse
4,erratic,XGBoost,8,Store × Category,25,0.08333333333333334,0.06166372103607973,0.7399646524329566
4,erratic,XGBoost,9,Store × Department,39,0.08333333333333334,0.06625040604797851,0.795004872575742
4,erratic,XGBoost,10,Item,119,0.08333333333333333,0.07017764502260784,0.8421317402712941
4,erratic,XGBoost,11,Item × State,171,0.08333333333333331,0.07080542685171082,0.84966512222053
4,erratic,XGBoost,12,Item × Store,200,0.08333333333333333,0.07118423352836331,0.8542108023403597
4,smooth,LSTM,1,Total,1,0.08333333333333333,0.07001688098390713,0.8402025718068855
4,smooth,LSTM,2,State,3,0.08333333333333333,0.06552995289434203,0.7863594347321045
4,smooth,LSTM,3,Store,10,0.08333333333333333,0.06277467230722562,0.7532960676867075
4,smooth,LSTM,4,Category,3,0.08333333333333333,0.0687012041220359,0.8244144494644308
4,smooth,LSTM,5,Department,5,0.08333333333333333,0.06734369453204064,0.8081243343844877
4,smooth,LSTM,6,State × Category,9,0.08333333333333334,0.06340857800637673,0.7609029360765206
4,smooth,LSTM,7,State × Department,14,0.08333333333333334,0.06148886717461318,0.7378664060953581
4,smooth,LSTM,8,Store × Category,29,0.08333333333333333,0.0624587824683352,0.7495053896200224
4,smooth,LSTM,9,Store × Department,39,0.08333333333333333,0.06114610555020158,0.733753266602419
4,smooth,LSTM,10,Item,142,0.08333333333333333,0.0638624904818019,0.7663498857816228
4,smooth,LSTM,11,Item × State,180,0.08333333333333334,0.06393352925649423,0.7672023510779307
4,smooth,LSTM,12,Item × Store,200,0.08333333333333333,0.06375428587916362,0.7650514305499635
4,smooth,XGBoost,1,Total,1,0.08333333333333333,0.02657645947364368,0.3189175136837242
4,smooth,XGBoost,2,State,3,0.08333333333333333,0.03410212620765114,0.4092255144918137
4,smooth,XGBoost,3,Store,10,0.08333333333333333,0.044303992618816485,0.5316479114257978
4,smooth,XGBoost,4,Category,3,0.08333333333333333,0.0341475421216528,0.4097705054598336
4,smooth,XGBoost,5,Department,5,0.08333333333333333,0.03758943490841709,0.4510732189010051
4,smooth,XGBoost,6,State × Category,9,0.08333333333333334,0.0400124709770392,0.4801496517244704
4,smooth,XGBoost,7,State × Department,14,0.08333333333333334,0.042688223121091357,0.5122586774530962
4,smooth,XGBoost,8,Store × Category,29,0.08333333333333333,0.04910313571514201,0.5892376285817041
4,smooth,XGBoost,9,Store × Department,39,0.08333333333333333,0.05125063889701283,0.6150076667641541
4,smooth,XGBoost,10,Item,142,0.08333333333333333,0.0591127831468219,0.7093533977618628
4,smooth,XGBoost,11,Item × State,180,0.08333333333333334,0.05980876048818766,0.7177051258582519
4,smooth,XGBoost,12,Item × Store,200,0.08333333333333333,0.06017182329221924,0.7220618795066309
5,erratic,LSTM,1,Total,1,0.08333333333333333,0.10856848889982249,1.30282186679787
