fold,demand_type,epoch,loss,mae,val_loss,val_mae,epoch_seconds
4,smooth,1,0.8474568128585815,0.7232477068901062,0.7675334215164185,0.6866779923439026,39.752972499933094
4,smooth,2,0.8358134031295776,0.7158991098403931,0.7629189491271973,0.6840425729751587,39.011441599810496
4,smooth,3,0.8340790867805481,0.7148346900939941,0.7611560821533203,0.683560311794281,70.27881529997103
4,smooth,4,0.8302065134048462,0.7124599814414978,0.7582423686981201,0.6836748719215393,76.38452229998074
4,smooth,5,0.8153277635574341,0.7039174437522888,0.7518362402915955,0.6789640188217163,41.371930700028315
4,smooth,6,0.8102303147315979,0.7011951804161072,0.7524954080581665,0.6799752712249756,42.04672720003873
4,smooth,7,0.808967649936676,0.7004867792129517,0.7511470317840576,0.6798033118247986,36.49465799983591
4,smooth,8,0.8080849051475525,0.6999857425689697,0.752058744430542,0.6804537177085876,42.764360799919814
4,smooth,9,0.8072620034217834,0.699568510055542,0.751585066318512,0.680072009563446,39.187907999847084
4,smooth,10,0.8064862489700317,0.6991528868675232,0.7509166598320007,0.6797143816947937,36.242538099875674
4,smooth,11,0.8057414293289185,0.6987673044204712,0.7501729726791382,0.6791505217552185,37.364436000119895
4,smooth,12,0.8049669861793518,0.6983374357223511,0.7503122091293335,0.6793561577796936,37.03959419997409
4,smooth,13,0.8039378523826599,0.6977669596672058,0.750196635723114,0.6789513230323792,37.68612160021439
4,smooth,14,0.8029477000236511,0.6972370147705078,0.7494534850120544,0.6784088015556335,41.472170300083235
4,smooth,15,0.8023127317428589,0.6968995928764343,0.7481705546379089,0.6790057420730591,36.65456090006046
4,smooth,16,0.8015074729919434,0.69647616147995,0.7485194206237793,0.6777904033660889,41.87458539986983
4,smooth,17,0.8008067011833191,0.6961034536361694,0.7472326159477234,0.6762188673019409,39.576869199983776
4,smooth,18,0.8009081482887268,0.6960738301277161,0.749288022518158,0.6792756915092468,39.323434700025246
4,smooth,19,0.8002241849899292,0.6957147717475891,0.7490546703338623,0.6766420602798462,38.708413999993354
4,smooth,20,0.7997275590896606,0.6954530477523804,0.7495058178901672,0.6786441802978516,39.84141919994727
4,smooth,21,0.7992083430290222,0.695236086845398,0.7495180368423462,0.6771270632743835,37.65391539991833
4,smooth,22,0.7989164590835571,0.695132315158844,0.7484472393989563,0.6760632991790771,37.34375340002589
