fold,demand_type,maximum_epochs,patience,minimum_delta,epochs_completed,selected_epochs,manual_selected_epoch,callback_selected_epoch,absolute_minimum_epoch,stopped_early,selected_validation_loss,selected_validation_mae,absolute_minimum_validation_loss,restored_validation_loss,restored_validation_mae,training_loss_at_selected_epoch,training_mae_at_selected_epoch,mean_epoch_seconds,median_epoch_seconds,total_training_seconds,total_training_minutes
1,smooth,50,5,0.0001,7,2,2,2,3,True,1.0535677671432495,0.7736721038818359,1.0535467863082886,1.0535677671432495,0.7736721038818359,0.8361272215843201,0.7159478068351746,33.0877244571623,32.407536200014874,231.66828379989602,3.8611380633316004
