fold,demand_type,epoch,loss,mae,epoch_seconds
4,erratic,1,0.8261600136756897,0.7236765027046204,39.12691970006563
4,erratic,2,0.80916428565979,0.7126619219779968,195.31560590001754
4,erratic,3,0.8071373701095581,0.7112578749656677,37.893118399893865
4,erratic,4,0.8062095642089844,0.7108567953109741,37.01487020007335
4,erratic,5,0.8043286204338074,0.7095619440078735,37.759914099937305
4,erratic,6,0.8028139472007751,0.7086474895477295,39.521996800089255
4,erratic,7,0.8008785247802734,0.7075284719467163,373.81150970002636
4,erratic,8,0.7966909408569336,0.7047265768051147,36.77723910007626
4,erratic,9,0.7915210723876953,0.7016065716743469,40.19506569998339
4,erratic,10,0.7898069024085999,0.7008861303329468,41.378515699878335
