fold,demand_type,epoch,loss,mae,val_loss,val_mae,epoch_seconds
3,erratic,1,0.8261093497276306,0.7238748073577881,0.7149713039398193,0.6725965142250061,27.284626299981028
3,erratic,2,0.8087403178215027,0.7125477194786072,0.7142019867897034,0.6718352437019348,26.184243999887258
3,erratic,3,0.8067416548728943,0.7111451625823975,0.715369462966919,0.6734954118728638,25.323913000058383
3,erratic,4,0.8051270842552185,0.7101057171821594,0.7120237946510315,0.6732418537139893,24.550004800083116
3,erratic,5,0.8038809895515442,0.7093549370765686,0.7108123898506165,0.6728810667991638,24.751699399901554
3,erratic,6,0.8024752140045166,0.7085101008415222,0.7102295160293579,0.673326313495636,25.11844370001927
3,erratic,7,0.8008788228034973,0.7074872851371765,0.7074941396713257,0.6712581515312195,24.988491099793464
3,erratic,8,0.7985381484031677,0.7060390114784241,0.7026314735412598,0.6679332256317139,24.726820799987763
3,erratic,9,0.7941932678222656,0.7031024098396301,0.7014476656913757,0.666959285736084,25.077524799853563
3,erratic,10,0.7908318042755127,0.7011518478393555,0.6997959613800049,0.6674752831459045,24.831071799853817
3,erratic,11,0.7884811758995056,0.6997632384300232,0.6976986527442932,0.6663240790367126,24.945239400025457
3,erratic,12,0.7873613834381104,0.6991691589355469,0.6981407403945923,0.6664695739746094,25.185445500072092
3,erratic,13,0.7861872911453247,0.6985123753547668,0.6966882348060608,0.6647905707359314,24.665632999967784
3,erratic,14,0.7855734825134277,0.6981724500656128,0.69970703125,0.6674641370773315,24.812239200109616
3,erratic,15,0.7846638560295105,0.6976991891860962,0.7025172710418701,0.6688120365142822,24.856408799998462
3,erratic,16,0.7841302156448364,0.6974141597747803,0.7024104595184326,0.6688611507415771,25.855077099986374
3,erratic,17,0.7836449146270752,0.697208821773529,0.7060455083847046,0.6706953644752502,28.477077699964866
3,erratic,18,0.7829495072364807,0.6968526244163513,0.7036263346672058,0.6694633960723877,31.446785300038755
