fold,demand_type,ablation_name,removed_feature_group,removed_features,removed_feature_count,retained_feature_count,training_rows,selected_rounds,train_end,test_start,test_end,full_xgb_wrmsse,ablation_wrmsse,delta_wrmsse,wrmsse_change_percentage,full_xgb_mae,ablation_mae,delta_mae,mae_change_percentage,full_xgb_rmse,ablation_rmse,delta_rmse,rmse_change_percentage,feature_group_useful_wrmsse,feature_group_harmful_wrmsse,hierarchy_levels_worsened,prediction_rows,series_count,horizon_count,training_seconds,prediction_seconds
2,lumpy,without_calendar,calendar,"is_weekend, weekday, month, year",4,14,354600,170,2016-01-31,2016-02-01,2016-02-28,1.2107046161664914,1.2763992590989677,0.06569464293247629,5.426149537654213,1.5325608317420951,1.5490407548084788,0.016479923066383684,1.075319342962106,2.778610198394265,2.8172906766463623,0.038680478252097306,1.3920800504673316,True,False,12,5600,200,28,2.0134586999192834,0.2113125000614673
2,lumpy,without_event_snap,event_snap,"event_flag, event_type_encoded, snap_flag",3,15,354600,170,2016-01-31,2016-02-01,2016-02-28,1.2107046161664914,1.2726435967866623,0.06193898062017089,5.115944863272355,1.5325608317420951,1.5514812773239932,0.018920445581898093,1.23456408320124,2.778610198394265,2.83825827578781,0.05964807739354505,2.146687485276458,True,False,12,5600,200,28,2.2486471999436617,0.2982173999771476
2,lumpy,without_lag,lag,"lag_7, lag_14, lag_28, lag_56",4,14,354600,170,2016-01-31,2016-02-01,2016-02-28,1.2107046161664914,1.2270046403438242,0.016300024177332784,1.3463254339398065,1.5325608317420951,1.5477103473129683,0.015149515570873184,0.9885099016691169,2.778610198394265,2.8011259554866617,0.022515757092396615,0.810324424253833,True,False,10,5600,200,28,1.9720338999759406,0.2834408001508564
2,lumpy,without_price,price,"sell_price, price_change, price_vs_28d_avg",3,15,354600,170,2016-01-31,2016-02-01,2016-02-28,1.2107046161664914,1.2239908174375764,0.01328620127108504,1.097394120223456,1.5325608317420951,1.5465182456272721,0.013957413885177017,0.9107249510814733,2.778610198394265,2.8156038920021875,0.036993693607922484,1.3313739951469559,True,False,8,5600,200,28,2.0963490998838097,0.2709083999507129
2,lumpy,without_rolling,rolling,"rolling_mean_7, rolling_std_7, rolling_mean_28, rolling_std_28",4,14,354600,170,2016-01-31,2016-02-01,2016-02-28,1.2107046161664914,1.1338399049342762,-0.07686471123221517,-6.348758417688649,1.5325608317420951,1.581772243364581,0.04921141162248599,3.2110576365537353,2.778610198394265,2.8234483695073194,0.044838171113054326,1.613690583118349,False,True,3,5600,200,28,2.569332100218162,0.27274119993671775
2,smooth,without_calendar,calendar,"is_weekend, weekday, month, year",4,14,354600,310,2016-01-31,2016-02-01,2016-02-28,0.6419646042932107,0.7951044128999853,0.15313980860677467,23.854867944842276,2.6420660869959725,2.7370170311515434,0.09495094415557093,3.5938141223231135,4.25606273011774,4.400890075732153,0.1448273456144138,3.4028480029101282,True,False,12,5600,200,28,3.2493441998958588,0.20862069982104003
2,smooth,without_event_snap,event_snap,"event_flag, event_type_encoded, snap_flag",3,15,354600,310,2016-01-31,2016-02-01,2016-02-28,0.6419646042932107,0.6780776081673413,0.036113003874130634,5.625388632429397,2.6420660869959725,2.6358789084393566,-0.00618717855661588,-0.2341795531560945,4.25606273011774,4.275163442396969,0.01910071227922927,0.4487883165834088,True,False,12,5600,200,28,3.1792999000754207,0.2240144000388682
2,smooth,without_lag,lag,"lag_7, lag_14, lag_28, lag_56",4,14,354600,310,2016-01-31,2016-02-01,2016-02-28,0.6419646042932107,0.6846043873430419,0.04263978304983118,6.642076956373113,2.6420660869959725,2.7113711325938596,0.0693050455978872,2.6231382303039585,4.25606273011774,4.439371179430234,0.18330844931249413,4.30699594757672,True,False,12,5600,200,28,3.243668100098148,0.23494409979321063
2,smooth,without_price,price,"sell_price, price_change, price_vs_28d_avg",3,15,354600,310,2016-01-31,2016-02-01,2016-02-28,0.6419646042932107,0.6391293101191002,-0.0028352941741104365,-0.44165895676320577,2.6420660869959725,2.682640191446491,0.040574104450518345,1.5356960467499539,4.25606273011774,4.339779485612747,0.08371675549500779,1.9670000374428658,False,True,7,5600,200,28,3.4217391998972744,0.2748797000385821
2,smooth,without_rolling,rolling,"rolling_mean_7, rolling_std_7, rolling_mean_28, rolling_std_28",4,14,354600,310,2016-01-31,2016-02-01,2016-02-28,0.6419646042932107,0.6490193140806116,0.00705470978740097,1.0989250404495519,2.6420660869959725,2.775639712688114,0.13357362569214137,5.055650437722945,4.25606273011774,4.42265407080449,0.1665913406867503,3.9142125304657274,True,False,7,5600,200,28,3.603554599918425,0.23883240018039942
3,erratic,without_calendar,calendar,"is_weekend, weekday, month, year",4,14,360200,440,2016-02-28,2016-02-29,2016-03-27,0.7195213314918285,0.7459423505971068,0.026421019105278276,3.6720272143284385,3.59520346833842,3.55979049621416,-0.0354129721242602,-0.9850060625533069,5.562652483634007,5.5216850398505715,-0.040967443783435975,-0.7364731826042904,True,False,9,5600,200,28,4.3893427001312375,0.2120878000278026
3,erratic,without_event_snap,event_snap,"event_flag, event_type_encoded, snap_flag",3,15,360200,440,2016-02-28,2016-02-29,2016-03-27,0.7195213314918285,0.7103871729370197,-0.009134158554808813,-1.2694771030443797,3.59520346833842,3.547639037599521,-0.047564430738899155,-1.3229969084581965,5.562652483634007,5.5334552314966094,-0.02919725213739799,-0.5248800320224896,False,True,1,5600,200,28,4.48013100004755,0.22247430006973445
3,erratic,without_lag,lag,"lag_7, lag_14, lag_28, lag_56",4,14,360200,440,2016-02-28,2016-02-29,2016-03-27,0.7195213314918285,0.7095030045872335,-0.010018326904595032,-1.3923599573932588,3.59520346833842,3.6082190724648537,0.013015604126433544,0.3620269128314151,5.562652483634007,5.65314459946813,0.09049211583412298,1.6267799597469312,False,True,6,5600,200,28,4.546017599990591,0.22074020002037287
3,erratic,without_price,price,"sell_price, price_change, price_vs_28d_avg",3,15,360200,440,2016-02-28,2016-02-29,2016-03-27,0.7195213314918285,0.7507228525347541,0.031201521042925617,4.33642752164603,3.59520346833842,3.591290061355602,-0.00391340698281839,-0.10885077902494995,5.562652483634007,5.626399697887081,0.06374721425307328,1.1459859202174727,True,False,12,5600,200,28,3.7599830999970436,0.22610220010392368
