fold_label,demand_type,level,hierarchy_series,level_weight_share,ablation_wrmsse_contribution,minimum_test_days,maximum_test_days,ablation_level_wrmsse,full_xgb_level_wrmsse,fold,ablation_name,removed_feature_group,delta_level_wrmsse,feature_group_useful_at_level
Step17_Fold1_erratic_without_event_snap,erratic,L5_Department,5,0.08333333333333334,0.06902509966975978,28,28,0.8283011960371173,0.907259475737398,1,without_event_snap,event_snap,-0.07895827970028069,False
Step17_Fold1_erratic_without_event_snap,erratic,L6_State_Category,9,0.08333333333333333,0.07016101645295271,28,28,0.8419321974354326,0.8974653569553072,1,without_event_snap,event_snap,-0.055533159519874586,False
Step17_Fold1_erratic_without_event_snap,erratic,L7_State_Department,15,0.08333333333333333,0.09313240882395227,28,28,1.1175889058874273,1.164176721228137,1,without_event_snap,event_snap,-0.04658781534070977,False
Step17_Fold1_erratic_without_event_snap,erratic,L8_Store_Category,25,0.08333333333333333,0.08007036885143407,28,28,0.9608444262172088,0.9676929474931134,1,without_event_snap,event_snap,-0.006848521275904629,False
Step17_Fold1_erratic_without_event_snap,erratic,L9_Store_Department,39,0.08333333333333333,0.10883908099470421,28,28,1.3060689719364507,1.3018145792473836,1,without_event_snap,event_snap,0.004254392689067021,True
Step17_Fold1_erratic_without_lag,erratic,L10_Item,119,0.08333333333333333,0.11929493794692257,28,28,1.431539255363071,1.3705263018236566,1,without_lag,lag,0.06101295353941438,True
Step17_Fold1_erratic_without_lag,erratic,L11_Item_State,171,0.08333333333333333,0.1192199879407713,28,28,1.4306398552892556,1.37365402819599,1,without_lag,lag,0.05698582709326572,True
Step17_Fold1_erratic_without_lag,erratic,L12_Item_Store,200,0.08333333333333333,0.11913550992830645,28,28,1.4296261191396775,1.373451551530601,1,without_lag,lag,0.056174567609076576,True
Step17_Fold1_erratic_without_lag,erratic,L1_Total,1,0.08333333333333333,0.06583563538033321,28,28,0.7900276245639986,0.728100707138961,1,without_lag,lag,0.06192691742503753,True
Step17_Fold1_erratic_without_lag,erratic,L2_State,3,0.08333333333333333,0.06473650416068343,28,28,0.7768380499282012,0.7562487332442913,1,without_lag,lag,0.020589316683909842,True
Step17_Fold1_erratic_without_lag,erratic,L3_Store,10,0.08333333333333333,0.07774537743379356,28,28,0.9329445292055227,0.8843145419346046,1,without_lag,lag,0.04862998727091816,True
Step17_Fold1_erratic_without_lag,erratic,L4_Category,3,0.08333333333333333,0.082840940373933,28,28,0.994091284487196,0.9195330418201008,1,without_lag,lag,0.07455824266709521,True
Step17_Fold1_erratic_without_lag,erratic,L5_Department,5,0.08333333333333334,0.08133015207554554,28,28,0.9759618249065465,0.907259475737398,1,without_lag,lag,0.06870234916914852,True
Step17_Fold1_erratic_without_lag,erratic,L6_State_Category,9,0.08333333333333333,0.07793993838203106,28,28,0.9352792605843727,0.8974653569553072,1,without_lag,lag,0.03781390362906556,True
Step17_Fold1_erratic_without_lag,erratic,L7_State_Department,15,0.08333333333333333,0.10269691658796988,28,28,1.2323629990556386,1.164176721228137,1,without_lag,lag,0.06818627782750153,True
Step17_Fold1_erratic_without_lag,erratic,L8_Store_Category,25,0.08333333333333333,0.08478562856493352,28,28,1.0174275427792023,0.9676929474931134,1,without_lag,lag,0.04973459528608892,True
Step17_Fold1_erratic_without_lag,erratic,L9_Store_Department,39,0.08333333333333333,0.11365885439105732,28,28,1.363906252692688,1.3018145792473836,1,without_lag,lag,0.06209167344530431,True
Step17_Fold1_erratic_without_price,erratic,L10_Item,119,0.08333333333333333,0.11263986348904177,28,28,1.3516783618685013,1.3705263018236566,1,without_price,price,-0.018847939955155324,False
Step17_Fold1_erratic_without_price,erratic,L11_Item_State,171,0.08333333333333333,0.11256869350719685,28,28,1.3508243220863623,1.37365402819599,1,without_price,price,-0.022829706109627645,False
Step17_Fold1_erratic_without_price,erratic,L12_Item_Store,200,0.08333333333333333,0.1126172182707778,28,28,1.3514066192493337,1.373451551530601,1,without_price,price,-0.02204493228126725,False
Step17_Fold1_erratic_without_price,erratic,L1_Total,1,0.08333333333333333,0.07085427862728608,28,28,0.8502513435274329,0.728100707138961,1,without_price,price,0.1221506363884719,True
Step17_Fold1_erratic_without_price,erratic,L2_State,3,0.08333333333333333,0.06809258598790292,28,28,0.8171110318548351,0.7562487332442913,1,without_price,price,0.06086229861054382,True
Step17_Fold1_erratic_without_price,erratic,L3_Store,10,0.08333333333333333,0.07092136212039565,28,28,0.8510563454447478,0.8843145419346046,1,without_price,price,-0.03325819648985673,False
Step17_Fold1_erratic_without_price,erratic,L4_Category,3,0.08333333333333333,0.08052733383886318,28,28,0.9663280060663582,0.9195330418201008,1,without_price,price,0.0467949642462574,True
Step17_Fold1_erratic_without_price,erratic,L5_Department,5,0.08333333333333334,0.07898798436598571,28,28,0.9478558123918285,0.907259475737398,1,without_price,price,0.04059633665443052,True
Step17_Fold1_erratic_without_price,erratic,L6_State_Category,9,0.08333333333333333,0.075759265112136,28,28,0.9091111813456321,0.8974653569553072,1,without_price,price,0.01164582439032491,True
Step17_Fold1_erratic_without_price,erratic,L7_State_Department,15,0.08333333333333333,0.0967404426490698,28,28,1.1608853117888376,1.164176721228137,1,without_price,price,-0.0032914094392995086,False
Step17_Fold1_erratic_without_price,erratic,L8_Store_Category,25,0.08333333333333333,0.0778620137176636,28,28,0.9343441646119632,0.9676929474931134,1,without_price,price,-0.033348782881150174,False
Step17_Fold1_erratic_without_price,erratic,L9_Store_Department,39,0.08333333333333333,0.10718275175324571,28,28,1.2861930210389485,1.3018145792473836,1,without_price,price,-0.015621558208435138,False
Step17_Fold1_erratic_without_rolling,erratic,L10_Item,119,0.08333333333333333,0.11948612695723684,28,28,1.4338335234868422,1.3705263018236566,1,without_rolling,rolling,0.06330722166318559,True
Step17_Fold1_erratic_without_rolling,erratic,L11_Item_State,171,0.08333333333333333,0.12014783106894052,28,28,1.4417739728272863,1.37365402819599,1,without_rolling,rolling,0.06811994463129634,True
Step17_Fold1_erratic_without_rolling,erratic,L12_Item_Store,200,0.08333333333333333,0.12005515415692891,28,28,1.440661849883147,1.373451551530601,1,without_rolling,rolling,0.067210298352546,True
Step17_Fold1_erratic_without_rolling,erratic,L1_Total,1,0.08333333333333333,0.07569804595018081,28,28,0.9083765514021698,0.728100707138961,1,without_rolling,rolling,0.18027584426320875,True
Step17_Fold1_erratic_without_rolling,erratic,L2_State,3,0.08333333333333333,0.07314860884226061,28,28,0.8777833061071274,0.7562487332442913,1,without_rolling,rolling,0.12153457286283609,True
Step17_Fold1_erratic_without_rolling,erratic,L3_Store,10,0.08333333333333333,0.08153333456797639,28,28,0.9784000148157167,0.8843145419346046,1,without_rolling,rolling,0.09408547288111213,True
Step17_Fold1_erratic_without_rolling,erratic,L4_Category,3,0.08333333333333333,0.08630070529814486,28,28,1.0356084635777385,0.9195330418201008,1,without_rolling,rolling,0.11607542175763774,True
Step17_Fold1_erratic_without_rolling,erratic,L5_Department,5,0.08333333333333334,0.08292678482184167,28,28,0.9951214178621,0.907259475737398,1,without_rolling,rolling,0.087861942124702,True
Step17_Fold1_erratic_without_rolling,erratic,L6_State_Category,9,0.08333333333333333,0.08232626865411184,28,28,0.9879152238493422,0.8974653569553072,1,without_rolling,rolling,0.090449866894035,True
Step17_Fold1_erratic_without_rolling,erratic,L7_State_Department,15,0.08333333333333333,0.10492956061840986,28,28,1.2591547274209183,1.164176721228137,1,without_rolling,rolling,0.09497800619278118,True
Step17_Fold1_erratic_without_rolling,erratic,L8_Store_Category,25,0.08333333333333333,0.08833021698790508,28,28,1.059962603854861,0.9676929474931134,1,without_rolling,rolling,0.09226965636174767,True
Step17_Fold1_erratic_without_rolling,erratic,L9_Store_Department,39,0.08333333333333333,0.11538299391948272,28,28,1.3845959270337926,1.3018145792473836,1,without_rolling,rolling,0.082781347786409,True
Step17_Fold1_intermittent_without_calendar,intermittent,L10_Item,191,0.08333333333333333,0.06693392346691798,28,28,0.8032070816030158,0.8414970801713576,1,without_calendar,calendar,-0.03828999856834181,False
Step17_Fold1_intermittent_without_calendar,intermittent,L11_Item_State,198,0.08333333333333333,0.06672033038698895,28,28,0.8006439646438674,0.8377212357393625,1,without_calendar,calendar,-0.03707727109549508,False
Step17_Fold1_intermittent_without_calendar,intermittent,L12_Item_Store,200,0.08333333333333333,0.06667247805413502,28,28,0.8000697366496203,0.8371324293147362,1,without_calendar,calendar,-0.03706269266511586,False
Step17_Fold1_intermittent_without_calendar,intermittent,L1_Total,1,0.08333333333333333,0.11244076237670794,28,28,1.3492891485204954,2.420839900862526,1,without_calendar,calendar,-1.0715507523420305,False
Step17_Fold1_intermittent_without_calendar,intermittent,L2_State,3,0.08333333333333333,0.09062835469833211,28,28,1.0875402563799854,1.829531560010765,1,without_calendar,calendar,-0.7419913036307795,False
