demand_type,removed_feature_group,level,folds,mean_full_level_wrmsse,mean_ablation_level_wrmsse,mean_delta_level_wrmsse,median_delta_level_wrmsse,folds_removal_worsened_level
lumpy,price,L2_State,5,1.1081804598738574,1.2307716983359005,0.12259123846204323,0.1318306406574311,4
lumpy,price,L3_Store,5,1.084735085684267,1.1706925932507972,0.08595750756653042,0.06946484975365863,5
lumpy,price,L4_Category,5,1.2322470903106546,1.3663015684207818,0.13405447811012708,0.18511359818397743,4
lumpy,price,L5_Department,5,1.2245778381507377,1.343990974452892,0.11941313630215426,0.13581708466720444,5
lumpy,price,L6_State_Category,5,1.1118402036216435,1.2032974422149771,0.09145723859333395,0.11096514346701225,4
lumpy,price,L7_State_Department,5,1.1385413582451958,1.226343856072553,0.08780249782735752,0.08070431895573438,5
lumpy,price,L8_Store_Category,5,1.1089210534276743,1.1793899364911784,0.07046888306350411,0.0646027831130983,5
lumpy,price,L9_Store_Department,5,1.1289405974170355,1.199198436413982,0.07025783899694685,0.058328860450423514,5
lumpy,price,L10_Item,5,1.0741109022453874,1.1262084489477564,0.05209754670236899,0.048184061330369454,5
lumpy,price,L11_Item_State,5,1.0657875275901998,1.1172734597721647,0.051485932181964914,0.047543182965218866,5
lumpy,price,L12_Item_Store,5,1.0661853561923444,1.1182218540451334,0.052036497852788965,0.04774294111537536,5
