fold,demand_type,feature,feature_group,mean_absolute_shap,median_absolute_shap,mean_signed_shap,importance_share,importance_rank
4,intermittent,price_change,price,0.003998538772795988,0.0027720615034922957,-0.00023627616816014553,0.0020572779373135537,17
4,intermittent,event_type_encoded,event_snap,0.0028186247491333812,0.0019378151628188789,-0.0006600717377384362,0.0014502033966531489,18
4,lumpy,rolling_mean_7,rolling,0.5685286922099814,0.36215414106845856,-0.3515389284949223,0.3653123333103023,1
4,lumpy,rolling_mean_28,rolling,0.3334999512122886,0.27703946828842163,-0.1525249574976624,0.2142928703609485,2
4,lumpy,rolling_std_7,rolling,0.13538724376590316,0.12021839246153831,-0.0911652449000394,0.08699407892382259,3
4,lumpy,rolling_std_28,rolling,0.126477981516751,0.0634043999016285,-0.04898737666607953,0.08126936630173898,4
4,lumpy,sell_price,price,0.0728490972079635,0.05361386016011238,0.03575776009540537,0.046809728418703976,5
4,lumpy,is_weekend,calendar,0.0647478425632497,0.054127879440784454,-0.005866638306594853,0.04160420708345313,6
4,lumpy,snap_flag,event_snap,0.0528202653120843,0.0441301092505455,-1.7568203232128455e-05,0.03394005374156202,7
4,lumpy,weekday,calendar,0.04726742531806524,0.050985926762223244,-0.009334670404420129,0.030372035165703318,8
4,lumpy,lag_7,lag,0.04128320071464454,0.0338449701666832,0.019259471942336858,0.02652682720543187,9
4,lumpy,lag_56,lag,0.02550568331280374,0.02304547093808651,-0.00729683282071684,0.016388866228465773,10
4,lumpy,year,calendar,0.024581803960060954,0.0056341399904340506,0.018900988060586963,0.015795220689248157,11
4,lumpy,lag_28,lag,0.01983638607767034,0.011288685258477926,0.0019509948047344292,0.01274601718746909,12
4,lumpy,lag_14,lag,0.014336296146656602,0.01280915830284357,-0.0004621850019396691,0.009211893556338389,13
4,lumpy,price_vs_28d_avg,price,0.009343224507384612,0.0070405807346105576,-0.006203261126791599,0.006003558293895283,14
4,lumpy,month,calendar,0.008666050761005326,0.0033900854177773,-0.002806434750343913,0.005568435274185087,15
4,lumpy,event_flag,event_snap,0.0064175106220656225,0.005204754415899515,0.006390486269421152,0.004123619109314115,16
4,lumpy,price_change,price,0.0038262807310563422,0.0015470049111172557,0.0021087359802768445,0.002458605099294057,17
4,lumpy,event_type_encoded,event_snap,0.0009061976816155948,0.0005975760577712208,-0.0001311652454351783,0.000582284050123385,18
4,smooth,rolling_mean_7,rolling,0.610084362644636,0.5400736331939697,-0.35247558449118127,0.47217513050100873,1
4,smooth,rolling_mean_28,rolling,0.18511586539227665,0.17291264235973358,-0.08355271517582163,0.14327052658833445,2
4,smooth,rolling_std_28,rolling,0.07034747983519732,0.034898411482572556,-0.05782943082886569,0.054445470996196205,3
4,smooth,is_weekend,calendar,0.06851051822017845,0.05348481424152851,-0.006003343140432013,0.05302375353643875,4
4,smooth,weekday,calendar,0.0528393204359356,0.05691022798418999,-0.010318295626222412,0.040895021328312804,5
4,smooth,snap_flag,event_snap,0.049358448488263616,0.0424161721020937,0.0005840506161413422,0.03820099855574966,6
4,smooth,rolling_std_7,rolling,0.047918599083074824,0.03152787312865257,0.0026483408317160085,0.037086626310819944,7
4,smooth,lag_7,lag,0.03462494090010783,0.010801405645906925,-0.007813200209519177,0.02679799219443553,8
4,smooth,sell_price,price,0.034327930548696324,0.01509454008191824,-0.011564337791069518,0.026568120868394732,9
4,smooth,year,calendar,0.03197421787876887,0.007147198310121894,-0.02974046606967964,0.02474646364337219,10
4,smooth,lag_56,lag,0.031232624912549585,0.02669633738696575,-0.00615349936956948,0.024172507356269014,11
4,smooth,lag_28,lag,0.026963694545292065,0.021819676272571087,-0.008963231497505473,0.02086856633322457,12
4,smooth,lag_14,lag,0.02553592693461821,0.02176704630255699,-0.015181019624521274,0.019763544799853903,13
4,smooth,month,calendar,0.00990142890076339,0.004638353129848838,-0.008038177189326784,0.0076632163838751665,14
4,smooth,event_flag,event_snap,0.004285395961726733,0.0034495523432269692,0.004285395961726733,0.0033166845790070618,15
4,smooth,price_vs_28d_avg,price,0.0035094760801082712,0.001426513190381229,-0.0032828651337309263,0.0027161609567110273,16
4,smooth,price_change,price,0.0028583942154531477,0.0007123422692529857,-0.0023918569750885255,0.002212255786813331,17
4,smooth,event_type_encoded,event_snap,0.002683581360913162,0.0016626769211143255,-0.0026382543262055995,0.0020769592811827626,18
5,erratic,rolling_mean_7,rolling,0.5269275183390307,0.3702988475561142,-0.39468655213638937,0.4643794404668256,1
5,erratic,rolling_mean_28,rolling,0.11863400017533553,0.09671198576688766,-0.056988273399657764,0.10455174327471231,2
5,erratic,rolling_std_28,rolling,0.08748859657970846,0.04963647201657295,-0.07370361304919357,0.07710340438278729,3
5,erratic,rolling_std_7,rolling,0.08100889794744165,0.015152881387621164,-0.06907055016173087,0.071392867884844,4
5,erratic,is_weekend,calendar,0.06924511933890504,0.05487416870892048,-0.0060557833277354286,0.061025489568320046,5
5,erratic,snap_flag,event_snap,0.050528201659284865,0.04354420676827431,0.001302672447428839,0.04453033329573895,6
5,erratic,weekday,calendar,0.04873302310633205,0.05594196729362011,-0.006677261662553065,0.04294824850619129,7
5,erratic,sell_price,price,0.03218280775481357,0.014412728138267994,-0.009369701606330117,0.02836259967014277,8
5,erratic,lag_56,lag,0.02410822351309954,0.020123538561165333,-0.007627188166733114,0.021246495876609577,9
5,erratic,lag_7,lag,0.022174303396770043,0.0068680287804454565,0.003496534615804145,0.019542138616317848,10
5,erratic,lag_28,lag,0.018768620440129585,0.016624405048787594,-0.003114476773198151,0.016540721740620483,11
5,erratic,lag_14,lag,0.015794165457906014,0.013614767231047153,-0.005975112801476955,0.013919344620873974,12
5,erratic,month,calendar,0.012888925829120126,0.0038294355617836118,-0.005982948569017026,0.011358966758107672,13
5,erratic,year,calendar,0.012538003999808487,0.0072071359027177095,-0.011034522863478093,0.011049700536337711,14
5,erratic,event_flag,event_snap,0.006484839831204486,0.002130395616404712,-0.00223086003534263,0.0057150674191856115,15
5,erratic,price_change,price,0.0030857653904730244,0.0007931381405796856,-0.002621743326579349,0.0027194746062166623,16
5,erratic,event_type_encoded,event_snap,0.002224660631210408,0.000254160346230492,-0.0016268104320513593,0.001960585893115883,17
5,erratic,price_vs_28d_avg,price,0.001876073103042667,0.0008667234214954078,-0.0015471889249429945,0.0016533768830521952,18
5,intermittent,rolling_mean_28,rolling,0.5048492094385126,0.41565951704978943,-0.15748871287847577,0.3022193369199028,1
5,intermittent,rolling_mean_7,rolling,0.4130117288439838,0.34409110248088837,-0.324818678579104,0.2472424012908626,2
5,intermittent,rolling_std_28,rolling,0.19386665917122237,0.11937319114804268,-0.09263318903862196,0.11605495678752674,3
5,intermittent,sell_price,price,0.09653652871444138,0.07347173988819122,0.037411388630397203,0.05778994034491201,4
5,intermittent,rolling_std_7,rolling,0.09261925251060997,0.0831122025847435,-0.07693693100158791,0.05544493000376334,5
5,intermittent,is_weekend,calendar,0.07599182982239913,0.06232558190822601,-0.008215002648991816,0.04549120804962397,6
5,intermittent,weekday,calendar,0.055489605790127954,0.058740219101309776,-0.011871481706208605,0.033217902602027845,7
5,intermittent,year,calendar,0.05058216313109889,0.038008829578757286,0.044784620133346574,0.0302801460627362,8
5,intermittent,lag_7,lag,0.03175425082656407,0.02852606400847435,0.017040129050554763,0.019009138669080737,9
5,intermittent,snap_flag,event_snap,0.02911882323547356,0.026015708222985268,-0.00033590969454183194,0.017431485056498826,10
5,intermittent,lag_28,lag,0.02619266092695771,0.016137922182679176,-0.009466635845706638,0.01567978808230087,11
5,intermittent,lag_56,lag,0.02340503736379138,0.018292861059308052,-0.009965219605182613,0.014011024956417371,12
5,intermittent,lag_14,lag,0.020005106614476062,0.019963095895946026,-0.006719910397609965,0.011975714615386107,13
5,intermittent,month,calendar,0.019690330485450918,0.010732848662883043,-0.011123856532819413,0.01178727927427109,14
5,intermittent,event_flag,event_snap,0.015409661681437682,0.004624089924618602,-0.007625908226508987,0.009224730173795262,15
5,intermittent,event_type_encoded,event_snap,0.008320927599391601,0.0015465631149709225,0.0011747607880783204,0.004981180864764587,16
5,intermittent,price_vs_28d_avg,price,0.008088290016855565,0.0045099202543497086,-0.005818453520939378,0.00484191635840855,17
5,intermittent,price_change,price,0.005540824753813293,0.0021976063726469874,0.0007678151976858162,0.00331691988772102,18
5,lumpy,rolling_mean_7,rolling,0.5564796713039336,0.3828503042459488,-0.3749698187290843,0.360716961525458,1
5,lumpy,rolling_mean_28,rolling,0.33193852285861797,0.27820196747779846,-0.17668416152268557,0.21516662971397763,2
5,lumpy,rolling_std_28,rolling,0.12529804666587813,0.05486164800822735,-0.05574092835194668,0.08121973363822162,3
5,lumpy,rolling_std_7,rolling,0.10416324850136593,0.08275581523776054,-0.05842423732665988,0.06751989774216276,4
5,lumpy,sell_price,price,0.07219749396680267,0.044097332283854485,0.02945309643983819,0.04679930282526667,5
5,lumpy,is_weekend,calendar,0.06572238455553556,0.054216647520661354,-0.006282133181043069,0.042602057332175716,6
5,lumpy,snap_flag,event_snap,0.049831762369098476,0.0413474515080452,0.0005285504351819067,0.03230156075085505,7
5,lumpy,weekday,calendar,0.048365674869459585,0.05237746052443981,-0.011121674246284912,0.0313512248168199,8
5,lumpy,lag_7,lag,0.0365367848432639,0.028511512093245983,0.015272795299659785,0.023683592936449463,9
5,lumpy,lag_56,lag,0.02989117360470183,0.02593032829463482,-0.012515277949401025,0.019375826063606646,10
5,lumpy,year,calendar,0.027699861441654355,0.010194865055382252,0.010974248977099543,0.0179553905904543,11
5,lumpy,lag_28,lag,0.021432958692020554,0.012019488029181957,-0.008574831358827657,0.013893107214088558,12
5,lumpy,lag_14,lag,0.020851744385493344,0.017790092155337334,0.004316155993917293,0.013516356958047104,13
5,lumpy,month,calendar,0.016274572188752928,0.007293743547052145,-0.010484447789765292,0.010549377691188595,14
5,lumpy,event_flag,event_snap,0.015314182653395878,0.004589153919368982,-0.006678808727875938,0.009926841392130095,15
5,lumpy,price_vs_28d_avg,price,0.010009696759895112,0.007858320139348507,-0.007250005754195367,0.006488408449063616,16
5,lumpy,event_type_encoded,event_snap,0.006688343238244647,0.0008274391293525696,-0.004476838633895314,0.0043354662801711906,17
5,lumpy,price_change,price,0.0040083536271998,0.0015967521467246115,0.0017497096535596158,0.002598264079863145,18
5,smooth,rolling_mean_7,rolling,0.5801129088123551,0.5313871800899506,-0.3716416151849002,0.487261815148201,1
5,smooth,rolling_mean_28,rolling,0.17447860694912898,0.15194451808929443,-0.07342964240732856,0.14655209604043107,2
5,smooth,is_weekend,calendar,0.0653329268219282,0.05144476518034935,-0.00553418213751034,0.05487593885364567,3
5,smooth,rolling_std_28,rolling,0.05850500630363099,0.044359371066093445,-0.04447551754598123,0.04914087436034838,4
5,smooth,rolling_std_7,rolling,0.050916472303215415,0.011934170965105295,-0.04364234935014143,0.04276693784697841,5
5,smooth,weekday,calendar,0.0500371013800863,0.0559493713080883,-0.0061876989795876264,0.042028316337814516,6
5,smooth,snap_flag,event_snap,0.04752010363370313,0.040373215451836586,0.001536740084577884,0.0399141815340615,7
5,smooth,sell_price,price,0.03006721053752147,0.012468202505260706,-0.017963666212584876,0.025254744999468285,8
5,smooth,lag_56,lag,0.02848252800690172,0.025412567891180515,-0.006079411531626988,0.02392370189635198,9
5,smooth,lag_14,lag,0.026534254270136445,0.023237980902194977,-0.01695498983078453,0.022287262880841492,10
5,smooth,lag_28,lag,0.02006270296866213,0.018372067250311375,-0.007819989958896859,0.01685152824008544,11
5,smooth,lag_7,lag,0.019513515836190112,0.004899685038253665,-0.009693592344471784,0.016390242316329327,12
5,smooth,year,calendar,0.011971281426261717,0.007512516109272838,-0.0018597809855411844,0.010055194822939262,13
5,smooth,event_flag,event_snap,0.008741054796347661,0.0035988895688205957,-0.002159510077908635,0.0073419883641236755,14
5,smooth,event_type_encoded,event_snap,0.00585642699069321,0.0015324974083341658,-0.002669895897935248,0.0049190652412996515,15
5,smooth,month,calendar,0.005843175935050573,0.0026351572014391422,0.00023992915537934527,0.0049079351089978554,16
5,smooth,price_vs_28d_avg,price,0.003418891292671528,0.0009822217980399728,-0.0013942706768753916,0.002871674034063536,17
5,smooth,price_change,price,0.0031627167151301347,0.0004962979000993073,-0.0015280399262837412,0.002656501974018896,18
